d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,M0P0,M0P1,M1P0,M1P1,class
1565,1,0,1,1,1,0,0,1,0,0,2,1,1,0,2,1,0,0,0,0,0
1566,0,0,0,1,1,1,0,1,0,0,2,0,1,0,1,2,1,0,0,0,0
1567,0,2,1,1,0,1,0,2,0,1,0,0,0,2,1,0,1,1,0,0,0
1568,0,1,1,1,1,1,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0
1569,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,0,0
1570,0,2,0,2,0,0,1,0,0,0,1,2,0,1,0,2,1,0,0,0,0
1571,1,2,1,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0
1572,2,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0
1573,0,0,1,0,1,1,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0
1574,0,1,0,2,0,1,1,1,0,0,0,2,0,0,1,0,1,1,1,1,0
1575,1,1,1,1,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
1576,0,1,2,0,0,2,0,2,0,0,0,1,1,1,1,0,1,0,0,0,0
1577,0,1,2,1,0,1,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0
1578,1,0,1,0,0,1,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0
1579,0,0,1,0,0,0,1,2,0,0,0,0,1,2,1,0,0,1,1,1,0
1580,0,1,1,0,0,0,0,1,0,0,0,2,1,2,0,0,1,0,0,0,0
1581,1,0,0,1,1,2,1,0,0,0,0,0,0,2,2,2,1,0,0,0,0
1582,0,0,0,1,0,0,1,1,0,0,0,2,0,2,0,1,0,1,0,0,0
1583,0,2,1,2,0,0,2,2,0,0,0,2,1,1,0,0,1,0,1,1,0
1584,0,1,2,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
1585,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0
1586,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0
1587,1,0,0,2,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0
1588,1,1,1,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0
1589,0,0,2,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0
1590,0,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1591,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
1592,0,1,2,2,0,1,0,1,0,0,0,1,0,2,1,1,0,2,0,0,0
1593,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
1594,0,1,1,1,0,1,0,1,0,2,1,0,0,1,0,0,1,2,0,0,0
1595,0,1,2,0,0,1,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0
1596,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
1597,0,1,1,1,0,1,0,0,0,1,0,2,1,1,2,1,1,0,1,1,0
1598,0,1,0,1,0,1,0,2,0,0,0,2,1,0,0,1,1,1,0,0,0
1599,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
