d3mIndex,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,class
3563,0.0,89.0,38.0,100.0,65.0,85.0,55.0,60.0,69.0,37.0,100.0,18.0,81.0,0.0,45.0,1.0,3
3564,67.0,88.0,100.0,72.0,85.0,100.0,54.0,70.0,94.0,83.0,92.0,35.0,59.0,0.0,0.0,2.0,9
3565,40.0,85.0,1.0,60.0,43.0,46.0,26.0,2.0,0.0,0.0,9.0,53.0,42.0,89.0,100.0,100.0,5
3566,47.0,97.0,17.0,79.0,57.0,40.0,70.0,0.0,0.0,17.0,33.0,53.0,100.0,79.0,65.0,100.0,8
3567,0.0,95.0,27.0,100.0,32.0,63.0,15.0,31.0,11.0,10.0,41.0,7.0,70.0,3.0,100.0,0.0,2
3568,0.0,78.0,34.0,100.0,80.0,91.0,63.0,57.0,57.0,43.0,100.0,25.0,72.0,0.0,24.0,1.0,3
3569,0.0,48.0,35.0,57.0,67.0,78.0,99.0,100.0,100.0,88.0,79.0,58.0,63.0,27.0,75.0,0.0,1
3570,39.0,78.0,25.0,97.0,74.0,100.0,100.0,81.0,85.0,57.0,72.0,32.0,46.0,10.0,0.0,0.0,3
3571,0.0,39.0,44.0,60.0,83.0,83.0,100.0,100.0,73.0,76.0,50.0,51.0,33.0,26.0,22.0,0.0,1
3572,24.0,100.0,12.0,89.0,0.0,55.0,28.0,39.0,73.0,53.0,100.0,61.0,74.0,32.0,58.0,0.0,4
3573,62.0,91.0,17.0,92.0,0.0,42.0,30.0,0.0,82.0,6.0,100.0,56.0,70.0,100.0,22.0,95.0,0
3574,69.0,100.0,31.0,77.0,7.0,50.0,0.0,23.0,31.0,0.0,100.0,2.0,94.0,24.0,33.0,21.0,6
3575,19.0,63.0,76.0,69.0,100.0,100.0,38.0,94.0,0.0,64.0,63.0,62.0,88.0,41.0,73.0,0.0,9
3576,42.0,92.0,51.0,58.0,85.0,96.0,31.0,100.0,66.0,56.0,100.0,39.0,60.0,0.0,0.0,23.0,9
3577,26.0,99.0,0.0,61.0,6.0,16.0,53.0,0.0,95.0,28.0,100.0,73.0,58.0,100.0,6.0,90.0,0
3578,74.0,100.0,38.0,79.0,0.0,49.0,53.0,53.0,100.0,62.0,73.0,84.0,56.0,42.0,42.0,0.0,4
3579,100.0,73.0,38.0,64.0,0.0,78.0,41.0,100.0,90.0,88.0,89.0,58.0,80.0,28.0,97.0,0.0,9
3580,73.0,100.0,27.0,84.0,1.0,51.0,0.0,15.0,47.0,0.0,100.0,4.0,82.0,19.0,34.0,10.0,6
3581,38.0,68.0,56.0,100.0,54.0,50.0,32.0,8.0,0.0,0.0,28.0,16.0,63.0,2.0,100.0,8.0,2
3582,12.0,100.0,3.0,86.0,0.0,61.0,35.0,54.0,72.0,54.0,100.0,53.0,90.0,27.0,88.0,0.0,4
3583,0.0,98.0,72.0,100.0,73.0,70.0,57.0,36.0,50.0,0.0,18.0,2.0,26.0,27.0,100.0,36.0,7
3584,91.0,100.0,36.0,85.0,3.0,56.0,0.0,22.0,45.0,0.0,100.0,9.0,60.0,25.0,18.0,2.0,6
3585,0.0,37.0,15.0,60.0,52.0,81.0,92.0,100.0,100.0,82.0,80.0,55.0,60.0,27.0,43.0,0.0,1
3586,59.0,94.0,71.0,100.0,100.0,82.0,75.0,62.0,63.0,40.0,75.0,14.0,40.0,1.0,0.0,0.0,3
3587,34.0,100.0,2.0,82.0,0.0,28.0,32.0,0.0,70.0,10.0,100.0,44.0,89.0,90.0,53.0,100.0,0
3588,36.0,88.0,100.0,100.0,83.0,93.0,25.0,76.0,39.0,53.0,97.0,45.0,60.0,17.0,0.0,0.0,5
3589,100.0,92.0,60.0,100.0,57.0,80.0,94.0,97.0,81.0,72.0,64.0,43.0,34.0,20.0,0.0,0.0,9
3590,83.0,100.0,49.0,77.0,19.0,49.0,3.0,20.0,39.0,0.0,100.0,12.0,65.0,31.0,0.0,26.0,6
3591,16.0,100.0,24.0,89.0,9.0,55.0,0.0,21.0,63.0,19.0,97.0,42.0,95.0,27.0,100.0,0.0,4
3592,0.0,59.0,59.0,78.0,100.0,100.0,96.0,94.0,63.0,71.0,37.0,47.0,11.0,23.0,0.0,0.0,1
3593,54.0,100.0,20.0,72.0,0.0,40.0,56.0,35.0,100.0,45.0,72.0,65.0,44.0,34.0,31.0,0.0,4
3594,100.0,100.0,61.0,85.0,61.0,60.0,91.0,82.0,92.0,54.0,75.0,23.0,42.0,1.0,0.0,0.0,9
3595,100.0,100.0,64.0,97.0,36.0,70.0,13.0,41.0,9.0,11.0,52.0,0.0,51.0,17.0,0.0,15.0,6
3596,65.0,84.0,31.0,100.0,0.0,63.0,15.0,16.0,62.0,0.0,100.0,30.0,89.0,78.0,44.0,94.0,0
3597,0.0,55.0,41.0,73.0,70.0,95.0,94.0,100.0,93.0,75.0,89.0,50.0,91.0,24.0,100.0,0.0,1
3598,40.0,100.0,7.0,86.0,0.0,63.0,14.0,41.0,81.0,37.0,91.0,45.0,84.0,22.0,100.0,0.0,4
3599,29.0,100.0,18.0,72.0,0.0,44.0,54.0,34.0,100.0,41.0,59.0,57.0,46.0,29.0,38.0,0.0,4
3600,15.0,63.0,36.0,100.0,68.0,70.0,50.0,24.0,8.0,0.0,0.0,6.0,50.0,5.0,100.0,4.0,2
3601,71.0,72.0,33.0,76.0,24.0,98.0,78.0,100.0,100.0,73.0,78.0,43.0,41.0,19.0,0.0,0.0,9
3602,0.0,90.0,33.0,100.0,48.0,60.0,50.0,16.0,39.0,0.0,15.0,26.0,58.0,34.0,100.0,42.0,7
3603,18.0,68.0,0.0,21.0,44.0,0.0,89.0,22.0,100.0,75.0,58.0,100.0,11.0,81.0,1.0,31.0,0
3604,0.0,96.0,41.0,100.0,76.0,87.0,55.0,44.0,36.0,0.0,34.0,16.0,55.0,42.0,100.0,47.0,7
3605,12.0,100.0,0.0,62.0,11.0,19.0,49.0,0.0,88.0,19.0,100.0,60.0,72.0,93.0,30.0,92.0,0
3606,79.0,90.0,61.0,100.0,26.0,73.0,44.0,60.0,97.0,50.0,100.0,17.0,51.0,0.0,0.0,8.0,5
3607,26.0,94.0,0.0,80.0,47.0,41.0,68.0,0.0,5.0,9.0,52.0,46.0,100.0,84.0,36.0,100.0,8
3608,94.0,97.0,56.0,96.0,0.0,100.0,5.0,67.0,58.0,53.0,100.0,27.0,63.0,0.0,11.0,1.0,5
3609,51.0,100.0,21.0,73.0,0.0,43.0,48.0,40.0,93.0,52.0,100.0,59.0,76.0,30.0,56.0,0.0,4
3610,0.0,100.0,15.0,84.0,57.0,75.0,100.0,68.0,77.0,55.0,53.0,34.0,29.0,13.0,16.0,0.0,7
3611,0.0,92.0,22.0,99.0,68.0,100.0,100.0,87.0,83.0,64.0,56.0,44.0,32.0,23.0,16.0,0.0,7
3612,0.0,94.0,60.0,100.0,100.0,79.0,86.0,44.0,66.0,10.0,43.0,0.0,16.0,32.0,74.0,43.0,7
3613,55.0,89.0,23.0,90.0,0.0,49.0,18.0,8.0,73.0,0.0,100.0,37.0,83.0,80.0,32.0,100.0,0
3614,51.0,67.0,81.0,100.0,0.0,89.0,33.0,50.0,83.0,13.0,13.0,0.0,41.0,34.0,100.0,62.0,8
3615,100.0,83.0,47.0,100.0,0.0,79.0,25.0,51.0,78.0,68.0,82.0,71.0,77.0,34.0,64.0,0.0,9
3616,9.0,45.0,0.0,65.0,45.0,89.0,100.0,100.0,88.0,75.0,79.0,50.0,61.0,25.0,52.0,0.0,1
3617,23.0,72.0,77.0,94.0,77.0,100.0,64.0,63.0,48.0,26.0,0.0,0.0,5.0,6.0,100.0,8.0,1
3618,29.0,82.0,0.0,49.0,10.0,1.0,57.0,0.0,95.0,34.0,100.0,83.0,55.0,100.0,9.0,81.0,0
3619,83.0,100.0,0.0,91.0,11.0,65.0,89.0,76.0,100.0,95.0,83.0,65.0,62.0,33.0,46.0,0.0,9
3620,100.0,100.0,56.0,78.0,22.0,52.0,0.0,24.0,23.0,0.0,79.0,11.0,69.0,29.0,18.0,13.0,6
3621,7.0,89.0,52.0,100.0,93.0,70.0,80.0,27.0,68.0,0.0,100.0,39.0,66.0,53.0,0.0,52.0,7
3622,0.0,90.0,37.0,100.0,58.0,69.0,55.0,32.0,47.0,0.0,25.0,33.0,55.0,44.0,100.0,46.0,7
3623,0.0,71.0,59.0,78.0,96.0,100.0,100.0,84.0,94.0,60.0,88.0,35.0,80.0,11.0,84.0,0.0,1
3624,25.0,91.0,23.0,61.0,75.0,55.0,57.0,3.0,0.0,0.0,13.0,55.0,28.0,99.0,100.0,100.0,5
3625,0.0,99.0,39.0,100.0,65.0,72.0,49.0,30.0,23.0,0.0,8.0,36.0,53.0,43.0,100.0,47.0,7
3626,0.0,98.0,67.0,93.0,47.0,100.0,19.0,68.0,45.0,55.0,100.0,33.0,73.0,0.0,17.0,7.0,5
3627,0.0,75.0,28.0,92.0,64.0,100.0,93.0,91.0,93.0,62.0,100.0,35.0,78.0,13.0,46.0,0.0,3
3628,0.0,79.0,28.0,100.0,54.0,90.0,46.0,62.0,28.0,36.0,18.0,9.0,52.0,0.0,100.0,5.0,2
3629,19.0,81.0,55.0,100.0,78.0,80.0,42.0,61.0,88.0,43.0,100.0,13.0,53.0,0.0,0.0,6.0,3
3630,70.0,100.0,45.0,91.0,11.0,60.0,0.0,23.0,42.0,0.0,100.0,4.0,86.0,32.0,31.0,27.0,6
3631,34.0,100.0,24.0,70.0,0.0,41.0,27.0,26.0,86.0,27.0,100.0,51.0,98.0,31.0,97.0,0.0,4
3632,100.0,100.0,61.0,91.0,27.0,68.0,0.0,39.0,0.0,2.0,40.0,0.0,54.0,27.0,15.0,20.0,6
3633,0.0,81.0,34.0,100.0,77.0,92.0,73.0,61.0,46.0,34.0,17.0,8.0,52.0,0.0,100.0,3.0,2
3634,23.0,71.0,41.0,100.0,88.0,93.0,64.0,60.0,99.0,43.0,100.0,9.0,50.0,0.0,0.0,12.0,3
3635,32.0,87.0,76.0,51.0,98.0,14.0,16.0,0.0,46.0,32.0,100.0,66.0,76.0,100.0,0.0,82.0,8
3636,0.0,83.0,32.0,100.0,84.0,74.0,68.0,36.0,37.0,0.0,7.0,23.0,18.0,45.0,100.0,52.0,7
3637,0.0,76.0,70.0,100.0,100.0,79.0,60.0,40.0,25.0,0.0,8.0,1.0,12.0,38.0,100.0,47.0,7
3638,56.0,100.0,29.0,73.0,0.0,41.0,30.0,35.0,100.0,34.0,95.0,65.0,78.0,31.0,80.0,0.0,4
3639,13.0,88.0,60.0,100.0,100.0,86.0,64.0,59.0,72.0,42.0,98.0,17.0,50.0,3.0,0.0,0.0,3
3640,53.0,80.0,72.0,100.0,100.0,79.0,76.0,52.0,67.0,28.0,89.0,8.0,45.0,0.0,0.0,2.0,3
3641,50.0,80.0,47.0,100.0,0.0,81.0,53.0,68.0,100.0,72.0,98.0,31.0,67.0,0.0,8.0,2.0,9
3642,10.0,95.0,64.0,100.0,82.0,67.0,70.0,30.0,73.0,0.0,100.0,33.0,52.0,38.0,0.0,42.0,7
3643,19.0,100.0,16.0,55.0,10.0,96.0,16.0,48.0,24.0,2.0,0.0,0.0,50.0,11.0,100.0,16.0,1
3644,48.0,88.0,28.0,58.0,34.0,9.0,0.0,0.0,25.0,42.0,66.0,77.0,100.0,100.0,49.0,78.0,8
3645,3.0,86.0,34.0,100.0,85.0,89.0,51.0,64.0,100.0,45.0,96.0,13.0,42.0,0.0,0.0,11.0,3
3646,21.0,71.0,0.0,33.0,22.0,0.0,72.0,10.0,100.0,44.0,93.0,84.0,47.0,100.0,1.0,82.0,0
3647,13.0,90.0,54.0,100.0,92.0,87.0,70.0,63.0,96.0,42.0,100.0,17.0,56.0,3.0,0.0,0.0,3
3648,35.0,97.0,68.0,100.0,100.0,69.0,75.0,34.0,44.0,0.0,91.0,15.0,75.0,34.0,0.0,33.0,7
3649,65.0,100.0,0.0,79.0,67.0,41.0,99.0,0.0,10.0,3.0,41.0,42.0,100.0,80.0,6.0,90.0,8
3650,0.0,100.0,17.0,100.0,10.0,74.0,4.0,48.0,42.0,29.0,100.0,44.0,81.0,25.0,98.0,0.0,4
3651,7.0,57.0,15.0,93.0,65.0,100.0,67.0,63.0,44.0,27.0,0.0,0.0,36.0,11.0,100.0,11.0,2
3652,0.0,73.0,26.0,100.0,66.0,97.0,62.0,63.0,37.0,33.0,12.0,6.0,58.0,0.0,100.0,2.0,2
3653,0.0,39.0,47.0,63.0,88.0,87.0,100.0,100.0,76.0,75.0,53.0,50.0,29.0,25.0,29.0,0.0,1
3654,25.0,83.0,12.0,54.0,62.0,29.0,37.0,0.0,6.0,20.0,0.0,62.0,37.0,92.0,100.0,100.0,5
3655,42.0,100.0,34.0,75.0,0.0,48.0,3.0,42.0,58.0,38.0,100.0,53.0,85.0,33.0,71.0,0.0,4
3656,88.0,82.0,45.0,100.0,8.0,79.0,63.0,77.0,100.0,68.0,93.0,25.0,51.0,0.0,0.0,12.0,9
3657,0.0,89.0,44.0,100.0,100.0,73.0,88.0,35.0,46.0,0.0,12.0,9.0,11.0,35.0,92.0,34.0,7
3658,44.0,100.0,0.0,79.0,0.0,49.0,61.0,40.0,100.0,64.0,92.0,61.0,62.0,31.0,34.0,0.0,4
3659,0.0,88.0,20.0,100.0,80.0,92.0,88.0,52.0,73.0,9.0,54.0,0.0,38.0,28.0,100.0,28.0,7
3660,0.0,93.0,68.0,100.0,78.0,79.0,65.0,43.0,60.0,8.0,40.0,0.0,30.0,28.0,100.0,37.0,7
3661,8.0,84.0,37.0,100.0,54.0,72.0,32.0,42.0,0.0,18.0,15.0,10.0,58.0,5.0,100.0,0.0,2
3662,7.0,83.0,46.0,100.0,59.0,70.0,39.0,39.0,5.0,13.0,0.0,16.0,53.0,15.0,100.0,0.0,2
3663,0.0,95.0,54.0,100.0,85.0,75.0,61.0,38.0,55.0,0.0,28.0,12.0,36.0,36.0,100.0,23.0,7
3664,0.0,90.0,38.0,100.0,87.0,93.0,90.0,56.0,77.0,16.0,64.0,0.0,50.0,29.0,100.0,28.0,7
3665,78.0,100.0,62.0,97.0,36.0,63.0,29.0,24.0,65.0,0.0,100.0,23.0,52.0,37.0,0.0,26.0,6
3666,64.0,97.0,32.0,67.0,19.0,26.0,0.0,0.0,30.0,36.0,67.0,67.0,100.0,100.0,47.0,88.0,8
3667,36.0,80.0,71.0,100.0,97.0,79.0,70.0,49.0,100.0,37.0,88.0,5.0,41.0,0.0,0.0,15.0,3
3668,0.0,42.0,29.0,62.0,66.0,82.0,100.0,100.0,77.0,76.0,55.0,51.0,38.0,25.0,23.0,0.0,1
3669,25.0,100.0,0.0,84.0,16.0,63.0,77.0,67.0,100.0,66.0,76.0,45.0,53.0,22.0,34.0,0.0,4
3670,0.0,39.0,35.0,55.0,68.0,77.0,100.0,100.0,96.0,76.0,77.0,50.0,56.0,25.0,36.0,0.0,1
3671,100.0,100.0,57.0,97.0,21.0,66.0,0.0,32.0,17.0,0.0,85.0,3.0,64.0,23.0,4.0,3.0,6
3672,28.0,100.0,22.0,73.0,0.0,41.0,16.0,22.0,78.0,25.0,98.0,50.0,93.0,24.0,100.0,0.0,4
3673,9.0,96.0,62.0,100.0,81.0,67.0,53.0,31.0,19.0,0.0,0.0,37.0,29.0,47.0,100.0,47.0,7
3674,100.0,100.0,49.0,92.0,19.0,64.0,12.0,31.0,39.0,3.0,91.0,0.0,56.0,22.0,0.0,24.0,6
3675,100.0,100.0,46.0,90.0,19.0,71.0,42.0,63.0,92.0,56.0,91.0,26.0,54.0,2.0,0.0,0.0,5
3676,56.0,100.0,14.0,75.0,0.0,42.0,57.0,28.0,98.0,53.0,100.0,65.0,73.0,34.0,71.0,0.0,4
3677,6.0,88.0,29.0,51.0,82.0,40.0,56.0,0.0,15.0,19.0,0.0,67.0,40.0,95.0,100.0,100.0,5
3678,25.0,67.0,79.0,49.0,100.0,13.0,51.0,0.0,54.0,37.0,78.0,73.0,61.0,100.0,0.0,79.0,8
3679,41.0,100.0,0.0,84.0,16.0,56.0,95.0,55.0,100.0,86.0,70.0,64.0,51.0,32.0,42.0,0.0,4
3680,0.0,65.0,13.0,100.0,55.0,87.0,48.0,42.0,15.0,9.0,1.0,17.0,51.0,12.0,100.0,0.0,2
3681,18.0,60.0,39.0,100.0,45.0,82.0,46.0,32.0,20.0,0.0,0.0,1.0,50.0,4.0,100.0,11.0,1
3682,92.0,100.0,36.0,87.0,0.0,51.0,8.0,11.0,82.0,7.0,100.0,40.0,27.0,36.0,10.0,0.0,6
3683,61.0,91.0,29.0,100.0,47.0,74.0,74.0,85.0,100.0,51.0,97.0,12.0,50.0,0.0,0.0,11.0,9
3684,14.0,100.0,6.0,77.0,0.0,47.0,79.0,50.0,100.0,63.0,73.0,62.0,76.0,31.0,77.0,0.0,4
3685,79.0,100.0,38.0,76.0,8.0,49.0,1.0,19.0,47.0,0.0,100.0,9.0,47.0,21.0,0.0,8.0,6
3686,44.0,76.0,61.0,100.0,6.0,75.0,41.0,38.0,70.0,0.0,0.0,0.0,33.0,36.0,100.0,62.0,8
3687,21.0,85.0,1.0,41.0,23.0,1.0,75.0,0.0,100.0,39.0,78.0,83.0,31.0,100.0,0.0,64.0,0
3688,36.0,87.0,73.0,100.0,100.0,85.0,76.0,63.0,87.0,33.0,86.0,3.0,43.0,0.0,0.0,4.0,3
3689,43.0,97.0,0.0,74.0,74.0,79.0,57.0,100.0,47.0,85.0,100.0,54.0,88.0,16.0,16.0,0.0,9
3690,0.0,100.0,56.0,97.0,82.0,65.0,74.0,31.0,39.0,0.0,3.0,5.0,23.0,34.0,100.0,43.0,7
3691,0.0,87.0,39.0,100.0,61.0,70.0,47.0,27.0,36.0,0.0,11.0,33.0,55.0,35.0,100.0,39.0,7
3692,0.0,75.0,22.0,100.0,58.0,86.0,56.0,50.0,29.0,22.0,14.0,1.0,58.0,0.0,100.0,4.0,2
3693,57.0,100.0,34.0,71.0,0.0,45.0,7.0,41.0,61.0,41.0,100.0,56.0,80.0,32.0,70.0,0.0,4
3694,0.0,95.0,38.0,100.0,78.0,80.0,63.0,40.0,49.0,0.0,24.0,14.0,46.0,34.0,100.0,36.0,7
3695,51.0,91.0,5.0,86.0,0.0,43.0,22.0,0.0,8.0,24.0,50.0,61.0,100.0,93.0,45.0,100.0,8
3696,2.0,79.0,48.0,100.0,81.0,75.0,59.0,33.0,22.0,0.0,0.0,3.0,49.0,13.0,100.0,6.0,2
3697,0.0,100.0,75.0,94.0,72.0,59.0,56.0,22.0,45.0,0.0,8.0,32.0,20.0,43.0,100.0,41.0,7
3698,26.0,64.0,34.0,100.0,65.0,77.0,43.0,36.0,1.0,11.0,0.0,8.0,50.0,4.0,100.0,0.0,2
3699,100.0,100.0,51.0,100.0,11.0,81.0,9.0,51.0,57.0,55.0,73.0,22.0,37.0,0.0,0.0,14.0,5
3700,16.0,87.0,66.0,100.0,86.0,81.0,48.0,57.0,77.0,46.0,100.0,21.0,60.0,0.0,0.0,2.0,3
3701,100.0,95.0,71.0,100.0,36.0,84.0,34.0,48.0,83.0,48.0,91.0,17.0,49.0,0.0,0.0,4.0,5
3702,39.0,100.0,10.0,74.0,0.0,41.0,60.0,38.0,100.0,49.0,85.0,63.0,60.0,32.0,43.0,0.0,4
3703,97.0,73.0,50.0,79.0,47.0,100.0,97.0,90.0,100.0,64.0,77.0,39.0,43.0,17.0,0.0,0.0,9
3704,100.0,100.0,48.0,100.0,9.0,68.0,0.0,31.0,35.0,0.0,100.0,1.0,76.0,29.0,19.0,15.0,6
3705,34.0,86.0,22.0,40.0,39.0,0.0,83.0,17.0,100.0,61.0,70.0,96.0,22.0,100.0,0.0,64.0,0
3706,11.0,78.0,35.0,100.0,52.0,73.0,31.0,43.0,0.0,20.0,20.0,9.0,60.0,4.0,100.0,0.0,2
3707,26.0,84.0,72.0,100.0,92.0,78.0,51.0,53.0,70.0,49.0,100.0,23.0,58.0,0.0,0.0,7.0,3
3708,52.0,94.0,100.0,100.0,98.0,77.0,72.0,55.0,99.0,36.0,92.0,13.0,44.0,0.0,0.0,10.0,3
3709,43.0,55.0,14.0,40.0,38.0,0.0,79.0,23.0,100.0,66.0,81.0,100.0,35.0,78.0,0.0,44.0,0
3710,69.0,100.0,23.0,78.0,46.0,49.0,92.0,71.0,100.0,74.0,94.0,32.0,56.0,2.0,0.0,0.0,9
3711,42.0,94.0,89.0,100.0,71.0,76.0,68.0,56.0,100.0,34.0,84.0,8.0,37.0,0.0,0.0,15.0,3
3712,0.0,79.0,40.0,100.0,78.0,73.0,61.0,35.0,31.0,0.0,30.0,22.0,31.0,45.0,100.0,45.0,7
3713,4.0,89.0,43.0,100.0,63.0,79.0,28.0,55.0,63.0,41.0,100.0,25.0,53.0,9.0,0.0,0.0,3
3714,10.0,75.0,0.0,40.0,22.0,4.0,58.0,0.0,89.0,25.0,100.0,67.0,78.0,100.0,44.0,89.0,0
3715,4.0,77.0,0.0,35.0,28.0,0.0,74.0,2.0,100.0,37.0,89.0,80.0,48.0,100.0,12.0,73.0,0
3716,61.0,88.0,100.0,100.0,96.0,81.0,75.0,60.0,80.0,36.0,81.0,13.0,44.0,0.0,0.0,1.0,3
3717,0.0,53.0,15.0,63.0,62.0,80.0,100.0,100.0,79.0,76.0,55.0,51.0,35.0,26.0,22.0,0.0,1
3718,89.0,81.0,55.0,100.0,44.0,76.0,92.0,77.0,100.0,46.0,94.0,4.0,46.0,0.0,0.0,13.0,9
3719,0.0,75.0,20.0,97.0,53.0,100.0,71.0,77.0,49.0,46.0,35.0,14.0,66.0,2.0,100.0,0.0,2
3720,15.0,72.0,73.0,100.0,77.0,98.0,73.0,60.0,69.0,22.0,29.0,0.0,0.0,5.0,100.0,3.0,1
3721,37.0,67.0,40.0,100.0,85.0,100.0,74.0,60.0,43.0,25.0,0.0,0.0,46.0,9.0,100.0,9.0,2
3722,39.0,90.0,95.0,100.0,100.0,99.0,45.0,86.0,64.0,72.0,91.0,43.0,53.0,13.0,0.0,0.0,5
3723,55.0,100.0,17.0,76.0,0.0,50.0,3.0,22.0,41.0,0.0,100.0,10.0,62.0,24.0,10.0,8.0,6
3724,50.0,96.0,89.0,100.0,92.0,71.0,66.0,48.0,100.0,29.0,80.0,4.0,36.0,0.0,0.0,10.0,3
3725,37.0,100.0,13.0,66.0,52.0,35.0,26.0,0.0,0.0,18.0,17.0,65.0,50.0,96.0,100.0,86.0,5
3726,100.0,99.0,72.0,100.0,54.0,71.0,44.0,41.0,42.0,10.0,69.0,0.0,47.0,25.0,0.0,29.0,6
3727,0.0,40.0,30.0,61.0,67.0,82.0,100.0,100.0,88.0,75.0,72.0,49.0,56.0,25.0,40.0,0.0,1
3728,22.0,89.0,69.0,100.0,82.0,76.0,61.0,49.0,100.0,36.0,93.0,10.0,42.0,0.0,0.0,8.0,3
3729,74.0,100.0,28.0,78.0,0.0,52.0,0.0,24.0,37.0,0.0,100.0,6.0,76.0,26.0,13.0,19.0,6
3730,72.0,69.0,82.0,97.0,4.0,100.0,0.0,74.0,91.0,78.0,100.0,53.0,60.0,27.0,24.0,0.0,9
3731,0.0,91.0,44.0,97.0,96.0,100.0,84.0,54.0,65.0,9.0,44.0,0.0,46.0,27.0,100.0,26.0,7
3732,0.0,33.0,44.0,52.0,77.0,76.0,100.0,100.0,83.0,73.0,73.0,47.0,65.0,20.0,54.0,0.0,1
3733,15.0,95.0,7.0,70.0,14.0,20.0,64.0,0.0,100.0,36.0,83.0,85.0,30.0,100.0,0.0,59.0,0
3734,83.0,100.0,34.0,79.0,8.0,52.0,0.0,23.0,37.0,0.0,100.0,12.0,93.0,38.0,28.0,33.0,6
3735,0.0,91.0,47.0,70.0,62.0,100.0,43.0,78.0,91.0,70.0,100.0,30.0,68.0,0.0,29.0,12.0,9
3736,6.0,100.0,2.0,97.0,0.0,69.0,15.0,42.0,59.0,39.0,100.0,51.0,84.0,27.0,76.0,0.0,4
3737,94.0,100.0,53.0,75.0,11.0,52.0,0.0,41.0,52.0,38.0,99.0,43.0,100.0,38.0,91.0,0.0,4
3738,31.0,86.0,95.0,100.0,66.0,95.0,10.0,77.0,56.0,63.0,100.0,44.0,62.0,15.0,0.0,0.0,5
3739,23.0,79.0,37.0,100.0,56.0,68.0,42.0,32.0,0.0,14.0,36.0,12.0,83.0,0.0,100.0,33.0,2
3740,55.0,95.0,78.0,100.0,71.0,60.0,41.0,27.0,0.0,0.0,1.0,26.0,52.0,21.0,100.0,4.0,2
3741,0.0,42.0,40.0,63.0,78.0,86.0,100.0,100.0,71.0,75.0,43.0,50.0,16.0,24.0,0.0,0.0,1
3742,0.0,43.0,26.0,68.0,70.0,100.0,73.0,80.0,67.0,41.0,55.0,3.0,27.0,0.0,100.0,0.0,1
3743,48.0,63.0,42.0,100.0,94.0,99.0,94.0,62.0,90.0,54.0,100.0,19.0,51.0,0.0,0.0,11.0,3
3744,0.0,80.0,22.0,100.0,24.0,66.0,7.0,34.0,0.0,14.0,34.0,9.0,69.0,4.0,100.0,0.0,2
3745,26.0,97.0,29.0,100.0,75.0,99.0,100.0,83.0,82.0,61.0,56.0,39.0,27.0,20.0,0.0,0.0,7
3746,0.0,91.0,44.0,100.0,79.0,74.0,64.0,37.0,53.0,0.0,27.0,23.0,40.0,38.0,100.0,39.0,7
3747,0.0,94.0,45.0,100.0,54.0,68.0,47.0,34.0,40.0,0.0,13.0,29.0,47.0,41.0,100.0,46.0,7
3748,0.0,62.0,35.0,70.0,68.0,85.0,100.0,100.0,99.0,80.0,90.0,53.0,85.0,27.0,87.0,0.0,1
3749,24.0,91.0,0.0,55.0,22.0,3.0,71.0,0.0,100.0,48.0,82.0,100.0,37.0,76.0,1.0,33.0,0
3750,100.0,100.0,85.0,86.0,60.0,62.0,41.0,36.0,29.0,9.0,58.0,0.0,46.0,21.0,0.0,21.0,6
3751,71.0,96.0,32.0,100.0,0.0,58.0,5.0,15.0,71.0,1.0,100.0,42.0,30.0,41.0,10.0,0.0,6
3752,28.0,77.0,10.0,76.0,61.0,41.0,66.0,0.0,0.0,6.0,3.0,53.0,27.0,95.0,100.0,100.0,5
3753,70.0,100.0,23.0,82.0,0.0,51.0,8.0,18.0,71.0,1.0,100.0,28.0,29.0,29.0,11.0,0.0,6
3754,31.0,84.0,60.0,100.0,83.0,85.0,66.0,64.0,100.0,45.0,82.0,17.0,42.0,0.0,0.0,0.0,3
3755,13.0,87.0,41.0,62.0,93.0,44.0,78.0,0.0,28.0,15.0,0.0,62.0,39.0,92.0,100.0,100.0,5
3756,75.0,100.0,100.0,99.0,83.0,83.0,75.0,66.0,50.0,49.0,25.0,33.0,8.0,17.0,0.0,0.0,1
3757,80.0,81.0,42.0,77.0,10.0,46.0,0.0,2.0,42.0,0.0,82.0,19.0,100.0,60.0,77.0,100.0,0
3758,56.0,100.0,46.0,99.0,14.0,66.0,0.0,31.0,36.0,0.0,100.0,9.0,58.0,24.0,32.0,2.0,6
3759,95.0,100.0,59.0,80.0,27.0,51.0,11.0,20.0,48.0,0.0,100.0,15.0,57.0,31.0,0.0,19.0,6
3760,0.0,98.0,34.0,100.0,53.0,78.0,47.0,47.0,72.0,26.0,100.0,8.0,68.0,0.0,36.0,8.0,3
3761,72.0,97.0,4.0,91.0,14.0,45.0,29.0,0.0,0.0,30.0,61.0,65.0,100.0,100.0,20.0,86.0,8
3762,16.0,100.0,0.0,72.0,17.0,48.0,61.0,46.0,100.0,48.0,93.0,58.0,81.0,29.0,71.0,0.0,4
3763,59.0,61.0,91.0,100.0,37.0,92.0,36.0,46.0,45.0,0.0,0.0,6.0,35.0,36.0,100.0,38.0,8
3764,73.0,95.0,7.0,76.0,78.0,40.0,100.0,2.0,0.0,0.0,37.0,41.0,82.0,82.0,51.0,100.0,8
