d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
716,45.0,blue-collar,married,secondary,no,115.0,no,no,cellular,11.0,aug,209.0,4.0,-1.0,0.0,unknown,1
717,40.0,management,married,tertiary,no,10786.0,no,no,unknown,20.0,jun,111.0,3.0,-1.0,0.0,unknown,1
718,40.0,blue-collar,married,secondary,no,498.0,yes,no,cellular,8.0,may,55.0,2.0,298.0,4.0,failure,1
719,39.0,blue-collar,married,secondary,no,1045.0,yes,yes,cellular,9.0,jul,290.0,13.0,-1.0,0.0,unknown,1
720,48.0,entrepreneur,married,tertiary,no,810.0,no,no,unknown,6.0,jun,383.0,1.0,-1.0,0.0,unknown,1
721,31.0,technician,single,tertiary,no,-162.0,yes,no,cellular,18.0,may,380.0,1.0,-1.0,0.0,unknown,1
722,32.0,management,married,tertiary,no,55.0,no,no,cellular,2.0,feb,124.0,3.0,-1.0,0.0,unknown,1
723,34.0,services,married,secondary,no,586.0,yes,yes,unknown,8.0,may,224.0,2.0,-1.0,0.0,unknown,1
724,26.0,technician,single,secondary,no,455.0,no,no,cellular,29.0,jan,240.0,1.0,182.0,8.0,other,1
725,31.0,management,married,tertiary,no,1010.0,yes,no,cellular,15.0,may,385.0,3.0,364.0,9.0,other,1
726,37.0,management,single,tertiary,no,509.0,yes,no,cellular,6.0,may,133.0,1.0,-1.0,0.0,unknown,1
727,29.0,student,single,unknown,no,2929.0,no,no,cellular,11.0,aug,91.0,1.0,-1.0,0.0,unknown,1
728,57.0,technician,married,secondary,no,3071.0,yes,yes,cellular,7.0,may,63.0,3.0,-1.0,0.0,unknown,1
729,47.0,management,single,tertiary,no,153.0,yes,no,cellular,18.0,nov,192.0,2.0,-1.0,0.0,unknown,1
730,38.0,self-employed,single,secondary,no,1146.0,yes,no,unknown,21.0,may,91.0,2.0,-1.0,0.0,unknown,1
731,48.0,blue-collar,married,primary,no,1092.0,no,yes,cellular,18.0,nov,79.0,1.0,172.0,8.0,failure,1
732,50.0,management,married,tertiary,no,3463.0,no,yes,cellular,28.0,oct,96.0,1.0,-1.0,0.0,unknown,2
733,33.0,admin.,married,secondary,no,1158.0,yes,no,cellular,20.0,apr,25.0,2.0,-1.0,0.0,unknown,1
734,28.0,admin.,single,secondary,no,26.0,yes,no,cellular,7.0,may,227.0,2.0,-1.0,0.0,unknown,1
735,30.0,services,single,secondary,no,566.0,no,no,cellular,5.0,feb,110.0,1.0,-1.0,0.0,unknown,1
736,52.0,technician,divorced,secondary,no,204.0,no,no,cellular,7.0,aug,134.0,2.0,-1.0,0.0,unknown,1
737,36.0,technician,married,secondary,no,480.0,no,no,cellular,20.0,oct,213.0,1.0,-1.0,0.0,unknown,2
738,36.0,technician,single,secondary,no,1855.0,yes,no,cellular,4.0,feb,75.0,1.0,273.0,1.0,failure,1
739,46.0,services,married,secondary,no,1034.0,no,no,cellular,8.0,aug,109.0,2.0,-1.0,0.0,unknown,1
740,57.0,management,married,tertiary,no,3250.0,no,no,cellular,20.0,aug,162.0,3.0,-1.0,0.0,unknown,1
741,28.0,management,single,secondary,no,1633.0,no,no,cellular,5.0,jun,275.0,1.0,-1.0,0.0,unknown,2
742,46.0,services,married,secondary,no,0.0,yes,no,cellular,22.0,jun,154.0,1.0,124.0,1.0,other,1
743,55.0,retired,married,primary,no,3334.0,no,no,cellular,14.0,aug,632.0,4.0,-1.0,0.0,unknown,2
744,33.0,management,married,tertiary,no,4020.0,yes,yes,cellular,15.0,apr,251.0,1.0,-1.0,0.0,unknown,1
745,53.0,management,married,secondary,no,66.0,no,yes,telephone,8.0,jul,141.0,1.0,-1.0,0.0,unknown,1
746,41.0,technician,single,secondary,no,-41.0,yes,yes,cellular,3.0,apr,154.0,1.0,-1.0,0.0,unknown,1
747,60.0,blue-collar,married,secondary,no,322.0,yes,no,cellular,7.0,may,63.0,1.0,-1.0,0.0,unknown,1
748,35.0,entrepreneur,married,primary,no,2643.0,no,yes,cellular,8.0,jul,259.0,1.0,-1.0,0.0,unknown,1
749,43.0,blue-collar,divorced,primary,no,49.0,yes,no,unknown,9.0,may,100.0,1.0,-1.0,0.0,unknown,1
750,57.0,admin.,divorced,primary,no,1.0,no,no,unknown,15.0,may,17.0,10.0,-1.0,0.0,unknown,1
751,46.0,admin.,married,secondary,no,3098.0,yes,no,telephone,21.0,nov,192.0,9.0,-1.0,0.0,unknown,1
752,31.0,blue-collar,married,primary,no,352.0,yes,no,unknown,19.0,may,97.0,9.0,-1.0,0.0,unknown,1
753,53.0,technician,married,secondary,no,65.0,no,no,cellular,25.0,aug,41.0,2.0,-1.0,0.0,unknown,1
754,35.0,blue-collar,married,secondary,no,1949.0,yes,no,unknown,2.0,jun,200.0,3.0,-1.0,0.0,unknown,1
755,32.0,admin.,single,secondary,no,739.0,yes,no,cellular,20.0,nov,91.0,3.0,-1.0,0.0,unknown,1
756,48.0,management,married,tertiary,no,1167.0,yes,yes,cellular,1.0,jun,264.0,1.0,-1.0,0.0,unknown,2
757,50.0,admin.,married,secondary,no,231.0,yes,no,cellular,21.0,nov,397.0,2.0,-1.0,0.0,unknown,1
758,40.0,blue-collar,married,primary,no,1136.0,yes,no,unknown,21.0,may,86.0,1.0,-1.0,0.0,unknown,1
759,42.0,entrepreneur,married,tertiary,no,233.0,no,no,cellular,5.0,feb,446.0,1.0,-1.0,0.0,unknown,1
760,59.0,admin.,married,secondary,no,817.0,no,no,cellular,9.0,apr,304.0,1.0,-1.0,0.0,unknown,1
761,27.0,blue-collar,single,primary,no,1128.0,yes,no,unknown,30.0,jun,88.0,4.0,-1.0,0.0,unknown,1
762,32.0,management,single,tertiary,no,1831.0,yes,no,cellular,20.0,apr,86.0,2.0,-1.0,0.0,unknown,1
763,35.0,technician,single,secondary,no,450.0,yes,no,cellular,13.0,may,63.0,1.0,-1.0,0.0,unknown,1
764,28.0,services,married,secondary,no,0.0,yes,no,cellular,5.0,may,335.0,2.0,281.0,8.0,failure,1
765,37.0,management,divorced,secondary,no,414.0,no,no,cellular,29.0,jan,293.0,2.0,162.0,4.0,failure,1
766,57.0,management,married,primary,no,1052.0,yes,no,unknown,13.0,may,227.0,4.0,-1.0,0.0,unknown,1
767,42.0,admin.,single,secondary,no,1022.0,yes,no,unknown,5.0,may,146.0,2.0,-1.0,0.0,unknown,1
768,55.0,admin.,married,primary,no,343.0,yes,no,cellular,14.0,jul,276.0,3.0,-1.0,0.0,unknown,1
769,52.0,management,married,tertiary,no,1944.0,yes,no,cellular,15.0,apr,238.0,3.0,323.0,2.0,failure,1
770,26.0,blue-collar,single,secondary,no,-32.0,yes,yes,cellular,31.0,jul,14.0,6.0,-1.0,0.0,unknown,1
771,52.0,technician,married,secondary,no,1781.0,yes,no,unknown,19.0,may,144.0,2.0,-1.0,0.0,unknown,1
772,26.0,management,single,tertiary,no,350.0,no,no,cellular,8.0,jul,367.0,1.0,-1.0,0.0,unknown,1
773,33.0,unemployed,married,secondary,no,2.0,yes,no,cellular,16.0,jul,132.0,1.0,-1.0,0.0,unknown,1
774,24.0,blue-collar,single,primary,no,111.0,yes,yes,unknown,27.0,may,42.0,4.0,-1.0,0.0,unknown,1
775,37.0,management,divorced,tertiary,no,168.0,yes,no,unknown,5.0,jun,227.0,1.0,-1.0,0.0,unknown,1
776,28.0,technician,single,secondary,no,3.0,no,no,telephone,18.0,may,40.0,8.0,349.0,6.0,failure,1
777,30.0,technician,single,secondary,no,102.0,yes,no,unknown,7.0,may,614.0,2.0,-1.0,0.0,unknown,1
778,33.0,blue-collar,married,primary,no,0.0,yes,no,unknown,15.0,may,270.0,1.0,-1.0,0.0,unknown,1
779,55.0,unknown,married,primary,no,159.0,no,no,unknown,4.0,sep,15.0,1.0,-1.0,0.0,unknown,1
780,33.0,blue-collar,married,secondary,no,1134.0,yes,no,unknown,23.0,may,304.0,2.0,-1.0,0.0,unknown,1
781,42.0,blue-collar,married,secondary,no,352.0,yes,no,cellular,11.0,may,79.0,3.0,-1.0,0.0,unknown,1
782,37.0,management,married,tertiary,no,865.0,yes,no,cellular,3.0,jun,101.0,1.0,-1.0,0.0,unknown,1
783,59.0,blue-collar,married,primary,no,179.0,yes,no,unknown,5.0,may,55.0,3.0,-1.0,0.0,unknown,1
784,27.0,blue-collar,single,secondary,no,5.0,yes,no,unknown,19.0,may,205.0,3.0,-1.0,0.0,unknown,1
785,23.0,student,married,tertiary,yes,-230.0,yes,no,cellular,18.0,may,259.0,2.0,-1.0,0.0,unknown,1
786,51.0,management,divorced,tertiary,no,0.0,no,no,cellular,13.0,aug,60.0,2.0,-1.0,0.0,unknown,1
787,50.0,blue-collar,married,primary,no,3924.0,yes,no,cellular,20.0,apr,122.0,2.0,-1.0,0.0,unknown,1
788,43.0,technician,married,secondary,no,764.0,yes,no,cellular,14.0,jul,557.0,5.0,-1.0,0.0,unknown,1
789,37.0,blue-collar,divorced,primary,no,511.0,yes,no,telephone,11.0,may,42.0,1.0,-1.0,0.0,unknown,1
790,34.0,management,single,tertiary,no,4348.0,yes,no,cellular,28.0,aug,373.0,8.0,-1.0,0.0,unknown,1
791,41.0,management,married,tertiary,no,3016.0,yes,no,cellular,14.0,jul,80.0,3.0,-1.0,0.0,unknown,1
792,26.0,student,single,secondary,no,279.0,no,no,cellular,7.0,may,239.0,3.0,-1.0,0.0,unknown,1
793,49.0,management,divorced,tertiary,no,1405.0,no,no,unknown,8.0,jun,29.0,1.0,-1.0,0.0,unknown,1
794,29.0,blue-collar,single,secondary,no,908.0,yes,no,unknown,20.0,jun,1663.0,1.0,-1.0,0.0,unknown,2
795,30.0,management,single,tertiary,no,162.0,yes,no,unknown,20.0,may,186.0,4.0,-1.0,0.0,unknown,1
796,38.0,services,divorced,secondary,no,792.0,no,no,unknown,6.0,jun,430.0,1.0,-1.0,0.0,unknown,1
797,58.0,management,married,secondary,no,111.0,no,no,telephone,24.0,mar,58.0,2.0,-1.0,0.0,unknown,1
798,34.0,student,single,unknown,no,1281.0,no,no,cellular,25.0,aug,279.0,1.0,117.0,1.0,failure,1
799,53.0,services,divorced,unknown,no,1012.0,yes,no,cellular,28.0,jul,332.0,2.0,-1.0,0.0,unknown,1
800,50.0,management,married,tertiary,no,2881.0,no,no,cellular,5.0,aug,510.0,2.0,2.0,5.0,other,1
801,30.0,blue-collar,single,secondary,no,445.0,yes,no,cellular,16.0,apr,218.0,1.0,330.0,2.0,failure,1
802,40.0,management,married,secondary,no,643.0,yes,no,cellular,17.0,apr,74.0,2.0,256.0,1.0,failure,1
803,57.0,housemaid,single,secondary,no,254.0,no,no,cellular,8.0,oct,676.0,1.0,-1.0,0.0,unknown,1
804,40.0,management,married,tertiary,no,-1212.0,yes,no,cellular,15.0,may,1259.0,2.0,333.0,18.0,failure,1
805,41.0,technician,married,secondary,no,2125.0,yes,yes,cellular,21.0,nov,285.0,3.0,116.0,4.0,failure,1
806,53.0,technician,divorced,unknown,no,629.0,yes,no,cellular,8.0,may,298.0,1.0,-1.0,0.0,unknown,1
807,48.0,blue-collar,married,secondary,no,-202.0,yes,yes,cellular,30.0,jul,225.0,4.0,-1.0,0.0,unknown,1
808,32.0,technician,single,secondary,no,271.0,yes,no,cellular,13.0,may,80.0,2.0,268.0,2.0,other,1
809,34.0,management,married,tertiary,no,703.0,yes,no,cellular,14.0,apr,342.0,1.0,-1.0,0.0,unknown,2
810,46.0,blue-collar,married,secondary,no,-216.0,yes,no,cellular,28.0,jul,404.0,3.0,-1.0,0.0,unknown,1
811,45.0,services,divorced,secondary,no,88.0,no,yes,cellular,7.0,jul,332.0,1.0,-1.0,0.0,unknown,1
812,51.0,admin.,single,tertiary,no,16.0,yes,no,cellular,30.0,jan,158.0,1.0,-1.0,0.0,unknown,1
813,31.0,management,married,secondary,no,466.0,yes,no,cellular,14.0,may,164.0,1.0,-1.0,0.0,unknown,1
814,47.0,technician,married,secondary,no,-75.0,yes,no,cellular,4.0,feb,57.0,1.0,247.0,1.0,other,1
815,32.0,blue-collar,married,secondary,no,456.0,no,no,cellular,12.0,may,121.0,1.0,-1.0,0.0,unknown,1
816,41.0,technician,married,secondary,no,77.0,yes,no,cellular,7.0,may,56.0,1.0,-1.0,0.0,unknown,1
817,37.0,services,single,secondary,no,-244.0,no,no,unknown,3.0,jul,178.0,1.0,-1.0,0.0,unknown,1
818,27.0,blue-collar,single,primary,no,1209.0,no,no,cellular,29.0,jan,283.0,1.0,-1.0,0.0,unknown,1
819,27.0,services,married,secondary,no,58.0,yes,no,cellular,7.0,may,113.0,1.0,337.0,2.0,other,1
820,50.0,management,married,secondary,yes,421.0,no,no,cellular,20.0,nov,22.0,5.0,-1.0,0.0,unknown,1
821,31.0,management,single,tertiary,no,112.0,yes,no,cellular,2.0,feb,159.0,2.0,271.0,1.0,failure,1
822,40.0,self-employed,married,tertiary,no,13669.0,no,no,cellular,15.0,oct,138.0,1.0,136.0,8.0,other,1
823,43.0,management,married,tertiary,no,1429.0,yes,no,cellular,19.0,nov,1015.0,1.0,198.0,2.0,other,2
824,39.0,technician,married,tertiary,no,794.0,no,no,telephone,2.0,feb,182.0,1.0,-1.0,0.0,unknown,1
825,31.0,entrepreneur,single,tertiary,no,1957.0,no,no,cellular,4.0,feb,112.0,3.0,-1.0,0.0,unknown,1
826,48.0,technician,married,secondary,no,454.0,yes,no,cellular,10.0,jul,114.0,1.0,-1.0,0.0,unknown,1
827,32.0,blue-collar,single,primary,no,882.0,no,yes,cellular,29.0,jul,80.0,8.0,-1.0,0.0,unknown,1
828,47.0,unemployed,married,primary,no,168.0,yes,no,telephone,30.0,jan,66.0,1.0,241.0,1.0,other,1
829,35.0,management,single,tertiary,no,714.0,yes,no,cellular,26.0,aug,135.0,22.0,-1.0,0.0,unknown,1
830,42.0,management,single,tertiary,no,0.0,no,no,cellular,7.0,sep,99.0,1.0,-1.0,0.0,unknown,1
831,47.0,blue-collar,married,secondary,no,1996.0,no,no,unknown,5.0,jun,761.0,2.0,-1.0,0.0,unknown,2
832,59.0,retired,married,secondary,no,163.0,no,no,cellular,24.0,jul,464.0,1.0,-1.0,0.0,unknown,1
833,38.0,admin.,married,secondary,no,3190.0,yes,no,unknown,20.0,jun,20.0,2.0,-1.0,0.0,unknown,1
834,50.0,unemployed,married,secondary,no,1772.0,no,no,cellular,29.0,jul,206.0,4.0,-1.0,0.0,unknown,1
835,27.0,services,single,secondary,no,-151.0,no,no,cellular,8.0,jul,283.0,2.0,-1.0,0.0,unknown,1
836,55.0,housemaid,married,primary,no,16.0,no,no,unknown,20.0,jun,64.0,1.0,-1.0,0.0,unknown,1
837,39.0,services,single,secondary,no,7066.0,yes,no,cellular,15.0,may,667.0,3.0,357.0,3.0,other,2
838,31.0,technician,single,tertiary,no,454.0,no,no,cellular,4.0,feb,73.0,3.0,-1.0,0.0,unknown,1
839,37.0,entrepreneur,married,tertiary,no,4798.0,yes,no,unknown,20.0,may,156.0,2.0,-1.0,0.0,unknown,1
840,28.0,technician,single,secondary,yes,-298.0,yes,no,unknown,3.0,jun,559.0,7.0,-1.0,0.0,unknown,1
841,42.0,technician,married,secondary,no,439.0,no,no,cellular,20.0,aug,143.0,2.0,-1.0,0.0,unknown,1
842,40.0,services,divorced,secondary,no,1927.0,yes,no,unknown,15.0,may,62.0,1.0,-1.0,0.0,unknown,1
843,59.0,management,single,secondary,no,671.0,yes,yes,cellular,29.0,jan,219.0,2.0,259.0,5.0,failure,1
844,40.0,services,single,secondary,no,65.0,yes,no,cellular,15.0,may,15.0,3.0,-1.0,0.0,unknown,1
845,43.0,technician,married,secondary,no,-932.0,yes,no,cellular,16.0,apr,567.0,1.0,-1.0,0.0,unknown,1
846,38.0,technician,single,secondary,no,4366.0,yes,no,cellular,29.0,jul,188.0,2.0,-1.0,0.0,unknown,1
847,54.0,retired,married,primary,no,0.0,yes,no,cellular,11.0,jul,159.0,2.0,-1.0,0.0,unknown,1
848,41.0,blue-collar,married,secondary,no,4900.0,yes,no,telephone,31.0,jul,121.0,2.0,-1.0,0.0,unknown,1
849,55.0,housemaid,divorced,primary,no,976.0,no,no,cellular,28.0,jun,345.0,1.0,94.0,3.0,other,2
850,33.0,management,married,tertiary,no,148.0,no,no,unknown,20.0,may,717.0,1.0,-1.0,0.0,unknown,1
851,46.0,blue-collar,married,secondary,no,5.0,no,no,cellular,18.0,aug,71.0,3.0,-1.0,0.0,unknown,1
852,36.0,management,married,secondary,no,-148.0,no,no,cellular,18.0,nov,144.0,2.0,-1.0,0.0,unknown,1
853,48.0,technician,divorced,tertiary,no,113.0,no,yes,cellular,22.0,jul,38.0,1.0,-1.0,0.0,unknown,1
854,42.0,management,married,secondary,no,-105.0,yes,no,cellular,28.0,aug,60.0,2.0,-1.0,0.0,unknown,1
855,46.0,management,divorced,tertiary,no,624.0,no,no,cellular,17.0,sep,336.0,2.0,183.0,2.0,success,2
856,49.0,technician,married,secondary,yes,-1680.0,yes,yes,unknown,27.0,jun,92.0,4.0,-1.0,0.0,unknown,1
857,36.0,blue-collar,married,secondary,no,-461.0,no,no,cellular,11.0,may,254.0,2.0,353.0,1.0,failure,1
858,34.0,technician,single,tertiary,no,144.0,yes,yes,cellular,14.0,oct,104.0,1.0,85.0,19.0,failure,1
859,51.0,entrepreneur,divorced,tertiary,no,4.0,yes,yes,cellular,20.0,apr,74.0,5.0,-1.0,0.0,unknown,1
860,58.0,blue-collar,married,primary,no,309.0,no,no,cellular,19.0,aug,156.0,2.0,-1.0,0.0,unknown,1
861,48.0,management,married,tertiary,no,866.0,no,no,cellular,29.0,jan,146.0,2.0,-1.0,0.0,unknown,1
862,41.0,admin.,single,secondary,no,1020.0,yes,no,unknown,19.0,may,882.0,1.0,-1.0,0.0,unknown,2
863,49.0,self-employed,married,primary,no,489.0,yes,no,unknown,27.0,may,84.0,4.0,-1.0,0.0,unknown,1
864,43.0,management,married,primary,no,8167.0,yes,no,unknown,19.0,may,114.0,2.0,-1.0,0.0,unknown,1
865,32.0,blue-collar,single,secondary,no,-255.0,no,yes,unknown,2.0,jul,957.0,3.0,-1.0,0.0,unknown,1
866,54.0,retired,married,secondary,no,3671.0,no,no,unknown,11.0,jun,67.0,3.0,-1.0,0.0,unknown,1
867,33.0,blue-collar,divorced,primary,no,636.0,yes,no,cellular,9.0,jul,211.0,11.0,-1.0,0.0,unknown,1
868,35.0,technician,married,secondary,no,141.0,yes,no,cellular,19.0,aug,299.0,2.0,-1.0,0.0,unknown,1
869,56.0,technician,married,secondary,no,150.0,yes,yes,cellular,11.0,may,102.0,6.0,349.0,1.0,failure,1
870,57.0,technician,married,secondary,no,839.0,no,yes,unknown,5.0,may,225.0,1.0,-1.0,0.0,unknown,1
871,31.0,housemaid,single,primary,no,26965.0,no,no,cellular,21.0,apr,654.0,2.0,-1.0,0.0,unknown,2
872,33.0,technician,single,secondary,no,716.0,yes,no,cellular,14.0,may,234.0,2.0,-1.0,0.0,unknown,1
873,29.0,technician,single,tertiary,no,2485.0,no,no,telephone,24.0,jul,48.0,6.0,-1.0,0.0,unknown,1
874,38.0,management,single,tertiary,no,15030.0,yes,no,cellular,13.0,may,167.0,1.0,174.0,7.0,other,1
875,37.0,admin.,married,secondary,no,11303.0,no,no,cellular,26.0,may,500.0,2.0,-1.0,0.0,unknown,1
876,33.0,entrepreneur,married,tertiary,no,595.0,no,no,cellular,7.0,aug,22.0,2.0,-1.0,0.0,unknown,1
877,30.0,management,single,tertiary,no,19358.0,no,no,cellular,19.0,nov,258.0,2.0,-1.0,0.0,unknown,1
878,31.0,self-employed,single,secondary,no,203.0,no,yes,cellular,19.0,nov,177.0,1.0,-1.0,0.0,unknown,1
879,28.0,technician,single,tertiary,no,183.0,yes,yes,unknown,28.0,may,62.0,2.0,-1.0,0.0,unknown,1
880,26.0,admin.,single,secondary,no,255.0,no,no,cellular,30.0,apr,457.0,1.0,80.0,1.0,success,2
881,31.0,technician,single,secondary,no,102.0,yes,no,telephone,17.0,apr,460.0,2.0,345.0,2.0,failure,1
882,50.0,housemaid,divorced,primary,no,94.0,yes,no,cellular,22.0,jul,184.0,4.0,-1.0,0.0,unknown,1
883,45.0,entrepreneur,married,primary,no,58.0,yes,no,telephone,13.0,may,119.0,3.0,371.0,3.0,failure,1
884,48.0,management,married,primary,no,606.0,no,no,cellular,5.0,mar,77.0,6.0,-1.0,0.0,unknown,1
885,41.0,technician,married,secondary,no,0.0,no,yes,cellular,23.0,jul,107.0,1.0,-1.0,0.0,unknown,1
886,60.0,technician,married,primary,no,65.0,yes,no,unknown,9.0,may,1028.0,2.0,-1.0,0.0,unknown,2
887,41.0,blue-collar,married,secondary,no,338.0,yes,no,unknown,14.0,may,87.0,1.0,-1.0,0.0,unknown,1
888,43.0,blue-collar,married,primary,no,757.0,yes,no,unknown,9.0,may,315.0,4.0,-1.0,0.0,unknown,1
889,36.0,management,married,tertiary,no,9269.0,yes,yes,cellular,19.0,nov,107.0,2.0,-1.0,0.0,unknown,1
890,40.0,blue-collar,married,primary,no,1206.0,no,yes,telephone,16.0,jul,201.0,5.0,-1.0,0.0,unknown,1
891,28.0,management,single,tertiary,no,882.0,no,yes,cellular,29.0,jan,94.0,1.0,205.0,2.0,failure,1
892,27.0,student,single,tertiary,no,5291.0,no,no,cellular,12.0,nov,192.0,2.0,92.0,2.0,failure,2
893,49.0,management,single,secondary,no,61.0,yes,no,cellular,29.0,jan,185.0,2.0,246.0,1.0,failure,1
894,37.0,technician,married,tertiary,no,0.0,yes,no,cellular,17.0,nov,77.0,1.0,-1.0,0.0,unknown,1
895,31.0,blue-collar,married,secondary,no,1407.0,yes,no,cellular,6.0,may,142.0,3.0,-1.0,0.0,unknown,1
896,31.0,technician,single,secondary,yes,25.0,no,no,cellular,2.0,feb,381.0,1.0,-1.0,0.0,unknown,1
897,31.0,blue-collar,married,secondary,no,1354.0,yes,yes,cellular,17.0,nov,222.0,2.0,-1.0,0.0,unknown,1
898,35.0,blue-collar,married,primary,no,793.0,yes,no,cellular,17.0,apr,106.0,1.0,-1.0,0.0,unknown,1
899,51.0,blue-collar,divorced,unknown,no,10287.0,yes,no,unknown,29.0,may,117.0,1.0,-1.0,0.0,unknown,1
900,33.0,technician,single,secondary,no,5235.0,no,no,cellular,7.0,aug,67.0,3.0,-1.0,0.0,unknown,1
901,30.0,technician,single,tertiary,no,3.0,yes,no,cellular,6.0,may,45.0,2.0,169.0,2.0,failure,1
902,58.0,technician,single,secondary,no,409.0,no,yes,cellular,14.0,jul,643.0,2.0,-1.0,0.0,unknown,1
903,34.0,admin.,married,tertiary,no,35.0,yes,no,cellular,15.0,oct,76.0,1.0,69.0,2.0,failure,1
904,45.0,management,married,tertiary,no,-459.0,no,no,cellular,21.0,aug,508.0,6.0,-1.0,0.0,unknown,1
905,28.0,services,single,secondary,no,198.0,no,no,cellular,5.0,jul,128.0,2.0,-1.0,0.0,unknown,2
906,31.0,blue-collar,married,primary,no,99.0,yes,no,cellular,17.0,apr,193.0,2.0,322.0,1.0,other,1
907,40.0,management,married,tertiary,no,60.0,no,no,unknown,16.0,jun,172.0,6.0,-1.0,0.0,unknown,1
908,30.0,services,single,secondary,no,3485.0,no,no,cellular,2.0,feb,142.0,2.0,-1.0,0.0,unknown,1
909,34.0,entrepreneur,married,secondary,no,-139.0,yes,yes,unknown,27.0,may,492.0,2.0,-1.0,0.0,unknown,1
910,40.0,blue-collar,married,secondary,no,952.0,no,yes,unknown,12.0,jun,140.0,1.0,-1.0,0.0,unknown,1
911,59.0,retired,married,primary,no,1427.0,no,no,unknown,18.0,jun,140.0,2.0,-1.0,0.0,unknown,1
912,43.0,technician,single,tertiary,no,1017.0,yes,no,unknown,19.0,may,257.0,2.0,-1.0,0.0,unknown,1
913,41.0,management,married,tertiary,no,-29.0,no,no,cellular,29.0,jan,41.0,2.0,266.0,2.0,failure,1
914,33.0,technician,divorced,secondary,no,9.0,no,no,cellular,21.0,aug,91.0,2.0,-1.0,0.0,unknown,1
915,33.0,management,married,secondary,no,4040.0,yes,no,cellular,20.0,apr,132.0,2.0,-1.0,0.0,unknown,1
916,36.0,blue-collar,married,secondary,no,13.0,no,no,unknown,3.0,jun,284.0,1.0,-1.0,0.0,unknown,1
917,32.0,self-employed,single,secondary,no,1259.0,no,no,cellular,25.0,jul,184.0,2.0,-1.0,0.0,unknown,1
918,25.0,admin.,married,secondary,no,18.0,yes,no,cellular,18.0,jul,225.0,1.0,-1.0,0.0,unknown,1
919,25.0,blue-collar,married,secondary,no,-76.0,yes,no,unknown,12.0,may,241.0,3.0,-1.0,0.0,unknown,1
920,38.0,technician,single,tertiary,no,221.0,no,no,cellular,20.0,aug,79.0,3.0,-1.0,0.0,unknown,1
921,34.0,management,married,tertiary,no,136.0,yes,no,cellular,22.0,apr,156.0,1.0,-1.0,0.0,unknown,1
922,67.0,blue-collar,married,secondary,no,16353.0,no,no,cellular,27.0,oct,223.0,2.0,-1.0,0.0,unknown,1
923,32.0,blue-collar,married,secondary,no,-63.0,yes,no,unknown,30.0,may,198.0,1.0,-1.0,0.0,unknown,1
924,45.0,housemaid,married,primary,no,7353.0,no,no,cellular,13.0,aug,536.0,2.0,-1.0,0.0,unknown,1
925,33.0,blue-collar,married,primary,no,511.0,yes,no,unknown,21.0,may,304.0,2.0,-1.0,0.0,unknown,1
926,38.0,admin.,married,primary,no,3913.0,yes,no,cellular,20.0,apr,196.0,2.0,315.0,2.0,failure,1
927,32.0,technician,divorced,secondary,no,1097.0,yes,no,unknown,12.0,may,298.0,2.0,-1.0,0.0,unknown,1
928,54.0,retired,divorced,tertiary,no,6102.0,yes,yes,unknown,21.0,may,86.0,6.0,-1.0,0.0,unknown,1
929,51.0,admin.,divorced,secondary,no,340.0,yes,no,unknown,8.0,may,186.0,1.0,-1.0,0.0,unknown,1
930,42.0,blue-collar,married,primary,no,-119.0,yes,no,cellular,22.0,jul,167.0,3.0,-1.0,0.0,unknown,1
931,41.0,admin.,married,secondary,no,2993.0,yes,no,cellular,22.0,jul,24.0,12.0,-1.0,0.0,unknown,1
932,39.0,management,divorced,tertiary,no,3575.0,no,yes,cellular,18.0,aug,74.0,3.0,-1.0,0.0,unknown,1
933,38.0,blue-collar,married,secondary,no,361.0,yes,no,unknown,11.0,jun,601.0,1.0,-1.0,0.0,unknown,1
934,39.0,management,married,secondary,no,1072.0,yes,no,unknown,27.0,may,1168.0,2.0,-1.0,0.0,unknown,1
935,46.0,blue-collar,married,primary,no,2904.0,no,no,cellular,20.0,apr,277.0,2.0,-1.0,0.0,unknown,1
936,50.0,entrepreneur,divorced,tertiary,no,1790.0,no,yes,cellular,6.0,feb,748.0,3.0,-1.0,0.0,unknown,1
937,33.0,blue-collar,married,secondary,no,86.0,yes,no,unknown,19.0,may,364.0,1.0,-1.0,0.0,unknown,1
938,37.0,technician,married,secondary,no,1633.0,yes,no,unknown,19.0,may,229.0,3.0,-1.0,0.0,unknown,1
939,31.0,management,married,tertiary,no,8312.0,no,no,cellular,29.0,aug,43.0,13.0,-1.0,0.0,unknown,1
940,34.0,blue-collar,divorced,unknown,no,172.0,no,no,cellular,15.0,jun,177.0,1.0,-1.0,0.0,unknown,2
