d3mIndex,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,Class
331,0.041016,0.0,0.010742,0.00293,0.03125,0.0,0.007812,0.009766,0.00293,0.019531,0.008789,0.087891,0.00293,0.014648,0.0,0.0,0.0,0.0,0.032227,0.005859,0.0,0.009766,0.0,0.001953,0.007812,0.001953,0.036133,0.0,0.000977,0.021484,0.008789,0.009766,0.0,0.064453,0.014648,0.018555,0.0,0.009766,0.016602,0.03418,0.009766,0.000977,0.00293,0.056641,0.001953,0.023438,0.008789,0.036133,0.020508,0.006836,0.003906,0.037109,0.00293,0.005859,0.21777,0.0,0.00293,0.000977,0.007812,0.0,0.0,0.005859,0.000977,0.010742,15
332,0.035156,0.0,0.004883,0.016602,0.008789,0.0,0.015625,0.005859,0.0,0.054688,0.026367,0.0,0.000977,0.009766,0.009766,0.0,0.0,0.0,0.043945,0.00293,0.0,0.027344,0.000977,0.001953,0.001953,0.058594,0.052734,0.0,0.007812,0.001953,0.00293,0.022461,0.041016,0.068359,0.003906,0.006836,0.068359,0.020508,0.02832,0.023438,0.004883,0.0,0.001953,0.040039,0.001953,0.021484,0.009766,0.00293,0.006836,0.012695,0.039062,0.009766,0.017578,0.011719,0.022461,0.001953,0.000977,0.005859,0.008789,0.011719,0.0,0.071289,0.0,0.021484,15
333,0.011719,0.001953,0.018555,0.006836,0.055664,0.0,0.003906,0.017578,0.010742,0.019531,0.001953,0.020508,0.0,0.032227,0.0,0.0,0.0,0.0,0.011719,0.012695,0.0,0.02832,0.000977,0.001953,0.007812,0.015625,0.044922,0.019531,0.006836,0.004883,0.00293,0.007812,0.003906,0.10156,0.008789,0.0,0.003906,0.027344,0.017578,0.016602,0.0,0.0,0.008789,0.054688,0.0,0.079102,0.012695,0.057617,0.008789,0.005859,0.0,0.00293,0.003906,0.004883,0.14844,0.0,0.010742,0.0,0.029297,0.0,0.0,0.005859,0.0,0.019531,15
334,0.029297,0.0,0.012695,0.011719,0.036133,0.0,0.033203,0.004883,0.0,0.018555,0.006836,0.017578,0.004883,0.011719,0.0,0.00293,0.0,0.005859,0.058594,0.005859,0.0,0.000977,0.0,0.001953,0.006836,0.006836,0.035156,0.008789,0.003906,0.018555,0.000977,0.024414,0.00293,0.055664,0.015625,0.021484,0.001953,0.043945,0.040039,0.050781,0.00293,0.007812,0.006836,0.025391,0.00293,0.043945,0.008789,0.042969,0.015625,0.00293,0.00293,0.02832,0.001953,0.009766,0.125,0.00293,0.011719,0.000977,0.00293,0.0,0.00293,0.005859,0.001953,0.041016,15
335,0.003906,0.02832,0.021484,0.0,0.009766,0.001953,0.006836,0.11133,0.018555,0.0,0.00293,0.0,0.001953,0.021484,0.0,0.0,0.018555,0.0,0.0,0.081055,0.0,0.033203,0.035156,0.0,0.0,0.0,0.0,0.000977,0.11523,0.011719,0.0625,0.0,0.0,0.007812,0.010742,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.026367,0.036133,0.045898,0.0,0.008789,0.098633,0.0,0.0,0.0,0.001953,0.0,0.000977,0.064453,0.0,0.03418,0.0,0.0,0.0,0.0,0.014648,16
336,0.0,0.014648,0.03418,0.0,0.019531,0.0,0.001953,0.083984,0.005859,0.0,0.007812,0.000977,0.006836,0.015625,0.0,0.000977,0.00293,0.0,0.0,0.054688,0.0,0.081055,0.052734,0.0,0.0,0.0,0.0,0.010742,0.054688,0.014648,0.061523,0.025391,0.0,0.009766,0.014648,0.004883,0.0,0.03125,0.0,0.0,0.0,0.006836,0.0,0.0,0.036133,0.030273,0.044922,0.00293,0.012695,0.092773,0.003906,0.023438,0.0,0.003906,0.004883,0.0,0.082031,0.0,0.03418,0.0,0.0,0.0,0.001953,0.007812,16
337,0.000977,0.041992,0.027344,0.0,0.026367,0.0,0.001953,0.092773,0.024414,0.0,0.0,0.0,0.006836,0.027344,0.0,0.0,0.055664,0.0,0.0,0.058594,0.0,0.010742,0.071289,0.0,0.012695,0.0,0.009766,0.004883,0.044922,0.004883,0.041016,0.0,0.0,0.003906,0.014648,0.0,0.0,0.068359,0.007812,0.0,0.0,0.000977,0.036133,0.004883,0.041992,0.027344,0.048828,0.0,0.005859,0.041992,0.0,0.0,0.0,0.000977,0.0,0.0,0.049805,0.0,0.032227,0.0,0.0,0.0,0.003906,0.045898,16
338,0.00293,0.021484,0.014648,0.0,0.13379,0.001953,0.000977,0.12988,0.030273,0.0,0.0,0.020508,0.001953,0.007812,0.0,0.0,0.017578,0.0,0.0,0.050781,0.0,0.006836,0.077148,0.0,0.0,0.0,0.0,0.00293,0.058594,0.004883,0.036133,0.0,0.0,0.004883,0.008789,0.0,0.0,0.044922,0.0,0.0,0.0,0.0,0.0,0.0,0.039062,0.086914,0.02832,0.032227,0.000977,0.041016,0.0,0.0,0.0,0.0,0.014648,0.0,0.050781,0.0,0.020508,0.0,0.0,0.0,0.0,0.005859,16
339,0.000977,0.012695,0.015625,0.0,0.021484,0.000977,0.013672,0.12402,0.008789,0.0,0.000977,0.0,0.00293,0.02832,0.0,0.0,0.005859,0.0,0.001953,0.056641,0.0,0.024414,0.051758,0.0,0.0,0.0,0.0,0.0,0.12402,0.007812,0.10352,0.00293,0.0,0.003906,0.012695,0.0,0.0,0.072266,0.0,0.0,0.0,0.0,0.001953,0.0,0.025391,0.026367,0.066406,0.000977,0.008789,0.063477,0.000977,0.000977,0.0,0.00293,0.0,0.0,0.067383,0.0,0.023438,0.0,0.0,0.0,0.000977,0.011719,16
340,0.0,0.046875,0.018555,0.0,0.073242,0.0,0.000977,0.11133,0.033203,0.0,0.0,0.009766,0.000977,0.018555,0.0,0.0,0.066406,0.0,0.0,0.068359,0.0,0.000977,0.075195,0.0,0.004883,0.0,0.003906,0.024414,0.045898,0.012695,0.017578,0.0,0.0,0.012695,0.006836,0.0,0.0,0.051758,0.000977,0.0,0.0,0.0,0.000977,0.001953,0.03418,0.06543,0.030273,0.022461,0.004883,0.023438,0.0,0.0,0.0,0.0,0.029297,0.0,0.041992,0.0,0.015625,0.0,0.0,0.0,0.0,0.023438,16
341,0.0,0.03125,0.043945,0.0,0.055664,0.0,0.00293,0.089844,0.029297,0.0,0.000977,0.0,0.007812,0.044922,0.0,0.005859,0.020508,0.000977,0.000977,0.071289,0.0,0.02832,0.055664,0.0,0.001953,0.0,0.0,0.013672,0.056641,0.013672,0.036133,0.003906,0.0,0.010742,0.024414,0.0,0.0,0.020508,0.000977,0.001953,0.0,0.004883,0.0,0.001953,0.022461,0.050781,0.030273,0.007812,0.006836,0.09082,0.0,0.012695,0.000977,0.0,0.006836,0.0,0.036133,0.000977,0.029297,0.0,0.0,0.0,0.009766,0.012695,16
342,0.001953,0.022461,0.021484,0.0,0.043945,0.0,0.003906,0.13574,0.003906,0.0,0.001953,0.0,0.000977,0.019531,0.0,0.0,0.020508,0.000977,0.000977,0.041992,0.0,0.003906,0.13379,0.0,0.000977,0.001953,0.000977,0.009766,0.048828,0.003906,0.0625,0.0,0.0,0.016602,0.00293,0.0,0.0,0.080078,0.0,0.0,0.0,0.0,0.000977,0.000977,0.060547,0.044922,0.051758,0.00293,0.004883,0.041992,0.0,0.0,0.0,0.005859,0.003906,0.0,0.058594,0.0,0.013672,0.0,0.0,0.0,0.003906,0.018555,16
343,0.011719,0.010742,0.03125,0.0,0.014648,0.0,0.013672,0.087891,0.001953,0.0,0.014648,0.0,0.000977,0.009766,0.0,0.0,0.0,0.0,0.003906,0.044922,0.0,0.066406,0.050781,0.000977,0.000977,0.000977,0.0,0.001953,0.081055,0.007812,0.047852,0.023438,0.0,0.013672,0.006836,0.000977,0.0,0.077148,0.0,0.000977,0.0,0.005859,0.0,0.0,0.041992,0.007812,0.053711,0.0,0.008789,0.10156,0.000977,0.016602,0.0,0.016602,0.0,0.0,0.054688,0.0,0.041016,0.0,0.0,0.00293,0.00293,0.016602,16
344,0.0,0.014648,0.021484,0.0,0.060547,0.0,0.006836,0.10547,0.018555,0.0,0.001953,0.000977,0.003906,0.030273,0.0,0.0,0.005859,0.000977,0.0,0.045898,0.0,0.020508,0.064453,0.0,0.001953,0.0,0.0,0.006836,0.078125,0.006836,0.046875,0.001953,0.0,0.008789,0.014648,0.0,0.0,0.054688,0.0,0.0,0.0,0.0,0.0,0.0,0.053711,0.066406,0.048828,0.010742,0.008789,0.072266,0.0,0.004883,0.0,0.000977,0.008789,0.0,0.066406,0.0,0.020508,0.0,0.0,0.0,0.006836,0.007812,16
345,0.00293,0.014648,0.026367,0.0,0.054688,0.000977,0.00293,0.095703,0.019531,0.0,0.001953,0.0,0.003906,0.02832,0.0,0.0,0.013672,0.0,0.0,0.044922,0.0,0.00293,0.052734,0.0,0.005859,0.0,0.000977,0.004883,0.082031,0.007812,0.047852,0.0,0.0,0.025391,0.011719,0.0,0.0,0.077148,0.000977,0.0,0.0,0.000977,0.005859,0.004883,0.039062,0.053711,0.041016,0.001953,0.004883,0.089844,0.0,0.007812,0.0,0.001953,0.008789,0.0,0.055664,0.0,0.027344,0.0,0.0,0.0,0.00293,0.022461,16
346,0.0,0.03418,0.036133,0.000977,0.051758,0.001953,0.0,0.11914,0.026367,0.0,0.0,0.001953,0.004883,0.019531,0.0,0.0,0.026367,0.000977,0.0,0.044922,0.0,0.017578,0.098633,0.001953,0.00293,0.001953,0.0,0.019531,0.064453,0.007812,0.045898,0.0,0.0,0.00293,0.011719,0.0,0.0,0.033203,0.0,0.0,0.0,0.000977,0.000977,0.000977,0.042969,0.058594,0.040039,0.016602,0.004883,0.058594,0.0,0.0,0.00293,0.0,0.016602,0.0,0.041016,0.0,0.021484,0.0,0.0,0.0,0.0,0.015625,16
347,0.0,0.032227,0.023438,0.000977,0.024414,0.00293,0.001953,0.068359,0.032227,0.0,0.0,0.0,0.004883,0.032227,0.0,0.0,0.051758,0.0,0.0,0.040039,0.0,0.000977,0.057617,0.0,0.017578,0.0,0.032227,0.001953,0.075195,0.006836,0.047852,0.0,0.0,0.000977,0.015625,0.0,0.0,0.02832,0.008789,0.0,0.010742,0.004883,0.06543,0.025391,0.041992,0.013672,0.051758,0.0,0.007812,0.049805,0.0,0.001953,0.0,0.0,0.0,0.0,0.016602,0.0,0.038086,0.0,0.0,0.0,0.00293,0.05957,16
348,0.014648,0.014648,0.025391,0.0,0.040039,0.0,0.004883,0.084961,0.026367,0.0,0.0,0.0,0.0,0.018555,0.0,0.0,0.003906,0.0,0.000977,0.060547,0.0,0.072266,0.051758,0.0,0.001953,0.0,0.0,0.00293,0.09375,0.009766,0.049805,0.003906,0.0,0.024414,0.011719,0.0,0.0,0.05957,0.0,0.0,0.0,0.0,0.000977,0.0,0.048828,0.027344,0.041016,0.000977,0.005859,0.073242,0.0,0.004883,0.0,0.004883,0.003906,0.0,0.0625,0.0,0.033203,0.0,0.0,0.0,0.0,0.015625,16
349,0.00293,0.025391,0.012695,0.0,0.033203,0.003906,0.011719,0.10938,0.012695,0.0,0.0,0.0,0.00293,0.03125,0.0,0.0,0.02832,0.0,0.0,0.046875,0.0,0.006836,0.10547,0.0,0.00293,0.0,0.005859,0.000977,0.084961,0.003906,0.047852,0.0,0.0,0.013672,0.008789,0.0,0.0,0.076172,0.001953,0.000977,0.001953,0.000977,0.013672,0.001953,0.051758,0.020508,0.050781,0.0,0.007812,0.041992,0.0,0.0,0.000977,0.003906,0.006836,0.0,0.055664,0.0,0.020508,0.0,0.0,0.0,0.0,0.039062,16
350,0.009766,0.019531,0.025391,0.0,0.057617,0.0,0.010742,0.087891,0.02832,0.0,0.000977,0.000977,0.005859,0.029297,0.0,0.0,0.010742,0.0,0.003906,0.045898,0.0,0.043945,0.041016,0.000977,0.004883,0.0,0.0,0.007812,0.060547,0.010742,0.041992,0.005859,0.0,0.019531,0.019531,0.000977,0.0,0.056641,0.001953,0.011719,0.0,0.001953,0.0,0.0,0.043945,0.041016,0.032227,0.008789,0.008789,0.078125,0.0,0.022461,0.0,0.000977,0.001953,0.0,0.046875,0.0,0.036133,0.0,0.0,0.0,0.0,0.011719,16
351,0.0,0.014648,0.018555,0.011719,0.044922,0.000977,0.000977,0.041016,0.035156,0.005859,0.0,0.004883,0.0,0.013672,0.0,0.0,0.017578,0.003906,0.000977,0.019531,0.0,0.0,0.041016,0.00293,0.021484,0.0,0.12012,0.001953,0.008789,0.008789,0.025391,0.0,0.001953,0.017578,0.011719,0.0,0.0,0.016602,0.033203,0.001953,0.049805,0.0,0.049805,0.17578,0.030273,0.008789,0.017578,0.012695,0.0,0.001953,0.0,0.0,0.00293,0.001953,0.040039,0.0,0.019531,0.0,0.010742,0.0,0.0,0.0,0.0,0.030273,17
352,0.004883,0.012695,0.005859,0.032227,0.022461,0.0,0.006836,0.009766,0.019531,0.017578,0.000977,0.0,0.000977,0.000977,0.0,0.0,0.016602,0.005859,0.008789,0.020508,0.0,0.0,0.015625,0.004883,0.020508,0.0,0.14746,0.000977,0.008789,0.000977,0.011719,0.0,0.015625,0.03418,0.003906,0.0,0.000977,0.014648,0.041992,0.026367,0.12402,0.0,0.052734,0.12988,0.045898,0.007812,0.024414,0.001953,0.003906,0.009766,0.0,0.0,0.00293,0.00293,0.004883,0.0,0.009766,0.0,0.016602,0.0,0.0,0.0,0.0,0.027344,17
353,0.004883,0.005859,0.003906,0.009766,0.045898,0.0,0.018555,0.027344,0.010742,0.001953,0.015625,0.000977,0.000977,0.009766,0.0,0.0,0.001953,0.0,0.014648,0.014648,0.0,0.018555,0.023438,0.00293,0.0,0.00293,0.039062,0.0,0.041016,0.003906,0.052734,0.0,0.0,0.019531,0.006836,0.0,0.0,0.03418,0.011719,0.012695,0.018555,0.0,0.042969,0.15527,0.022461,0.009766,0.038086,0.010742,0.001953,0.041016,0.009766,0.0,0.00293,0.03418,0.10742,0.0,0.00293,0.000977,0.02832,0.0,0.0,0.001953,0.0,0.013672,17
354,0.017578,0.018555,0.000977,0.019531,0.008789,0.0,0.00293,0.013672,0.005859,0.011719,0.0,0.0,0.0,0.005859,0.0,0.0,0.009766,0.00293,0.014648,0.017578,0.0,0.001953,0.037109,0.013672,0.014648,0.0,0.14355,0.0,0.003906,0.003906,0.022461,0.0,0.000977,0.026367,0.003906,0.0,0.0,0.018555,0.043945,0.023438,0.081055,0.0,0.078125,0.1084,0.049805,0.003906,0.038086,0.0,0.001953,0.011719,0.0,0.0,0.004883,0.007812,0.049805,0.0,0.023438,0.0,0.005859,0.0,0.0,0.0,0.0,0.026367,17
355,0.0,0.00293,0.0,0.05957,0.0,0.000977,0.000977,0.0,0.014648,0.055664,0.000977,0.0,0.0,0.00293,0.0,0.0,0.003906,0.000977,0.011719,0.004883,0.0,0.003906,0.020508,0.022461,0.014648,0.001953,0.018555,0.0,0.008789,0.000977,0.004883,0.0,0.13477,0.0,0.001953,0.0,0.005859,0.0,0.017578,0.055664,0.41113,0.0,0.018555,0.003906,0.021484,0.0,0.009766,0.0,0.001953,0.009766,0.0,0.0,0.023438,0.007812,0.0,0.0,0.000977,0.0,0.011719,0.0,0.0,0.004883,0.0,0.001953,17
356,0.018555,0.011719,0.00293,0.000977,0.02832,0.0,0.014648,0.010742,0.012695,0.0,0.0,0.023438,0.0,0.0,0.0,0.0,0.012695,0.0,0.006836,0.007812,0.0,0.0,0.018555,0.0,0.001953,0.0,0.055664,0.000977,0.008789,0.000977,0.008789,0.0,0.0,0.11719,0.001953,0.0,0.0,0.041992,0.016602,0.007812,0.001953,0.0,0.011719,0.10742,0.021484,0.053711,0.015625,0.02832,0.000977,0.005859,0.0,0.0,0.0,0.009766,0.25684,0.0,0.022461,0.0,0.006836,0.0,0.0,0.0,0.0,0.024414,17
357,0.008789,0.015625,0.010742,0.013672,0.037109,0.007812,0.013672,0.005859,0.016602,0.005859,0.0,0.0,0.003906,0.000977,0.0,0.0,0.025391,0.0,0.006836,0.012695,0.0,0.0,0.010742,0.0,0.014648,0.0,0.10742,0.0,0.00293,0.006836,0.000977,0.0,0.003906,0.035156,0.005859,0.0,0.0,0.03125,0.038086,0.011719,0.021484,0.0,0.042969,0.15527,0.032227,0.021484,0.019531,0.018555,0.0,0.00293,0.0,0.0,0.00293,0.00293,0.11621,0.0,0.049805,0.0,0.005859,0.0,0.0,0.0,0.003906,0.048828,17
358,0.019531,0.008789,0.000977,0.03418,0.000977,0.0,0.013672,0.004883,0.012695,0.015625,0.007812,0.0,0.000977,0.003906,0.0,0.0,0.009766,0.0,0.008789,0.015625,0.0,0.013672,0.013672,0.011719,0.009766,0.001953,0.11914,0.0,0.00293,0.0,0.00293,0.0,0.004883,0.022461,0.003906,0.0,0.00293,0.001953,0.039062,0.046875,0.16699,0.0,0.05957,0.17969,0.029297,0.007812,0.010742,0.0,0.00293,0.006836,0.00293,0.000977,0.003906,0.00293,0.035156,0.0,0.013672,0.0,0.008789,0.0,0.0,0.00293,0.0,0.008789,17
359,0.007812,0.013672,0.009766,0.0,0.0625,0.0,0.019531,0.037109,0.014648,0.0,0.00293,0.001953,0.000977,0.017578,0.0,0.0,0.013672,0.0,0.008789,0.018555,0.0,0.012695,0.02832,0.0,0.000977,0.0,0.016602,0.001953,0.017578,0.004883,0.032227,0.0,0.0,0.060547,0.000977,0.0,0.0,0.058594,0.006836,0.006836,0.0,0.0,0.007812,0.098633,0.045898,0.03125,0.03125,0.025391,0.006836,0.024414,0.0,0.000977,0.0,0.017578,0.15527,0.0,0.050781,0.0,0.010742,0.0,0.0,0.0,0.005859,0.008789,17
360,0.0,0.013672,0.0,0.037109,0.000977,0.0,0.000977,0.0,0.022461,0.026367,0.0,0.0,0.0,0.0,0.0,0.0,0.020508,0.0,0.005859,0.005859,0.0,0.009766,0.017578,0.011719,0.040039,0.003906,0.066406,0.0,0.005859,0.0,0.005859,0.0,0.047852,0.0,0.0,0.0,0.001953,0.000977,0.027344,0.019531,0.3457,0.000977,0.052734,0.070312,0.017578,0.001953,0.014648,0.0,0.000977,0.015625,0.0,0.0,0.017578,0.006836,0.016602,0.0,0.011719,0.001953,0.019531,0.0,0.0,0.0,0.0,0.012695,17
361,0.000977,0.006836,0.004883,0.026367,0.007812,0.0,0.00293,0.008789,0.013672,0.007812,0.0,0.0,0.000977,0.0,0.0,0.0,0.022461,0.0,0.003906,0.006836,0.0,0.004883,0.036133,0.004883,0.03125,0.0,0.13281,0.00293,0.001953,0.000977,0.012695,0.0,0.013672,0.003906,0.00293,0.0,0.0,0.009766,0.039062,0.020508,0.2207,0.0,0.087891,0.10156,0.038086,0.003906,0.014648,0.0,0.000977,0.021484,0.0,0.0,0.006836,0.000977,0.016602,0.0,0.009766,0.0,0.012695,0.0,0.0,0.0,0.0,0.03125,17
362,0.004883,0.015625,0.001953,0.013672,0.017578,0.0,0.008789,0.005859,0.022461,0.015625,0.001953,0.004883,0.0,0.010742,0.0,0.0,0.014648,0.0,0.004883,0.007812,0.0,0.0,0.023438,0.004883,0.010742,0.0,0.077148,0.0,0.010742,0.00293,0.019531,0.0,0.009766,0.060547,0.009766,0.0,0.00293,0.016602,0.02832,0.008789,0.058594,0.0,0.05957,0.16699,0.038086,0.029297,0.017578,0.001953,0.001953,0.009766,0.0,0.0,0.00293,0.00293,0.078125,0.0,0.037109,0.0,0.010742,0.0,0.0,0.0,0.0,0.046875,17
363,0.006836,0.018555,0.001953,0.004883,0.037109,0.0,0.016602,0.013672,0.009766,0.014648,0.0,0.000977,0.0,0.000977,0.0,0.0,0.021484,0.000977,0.012695,0.021484,0.0,0.0,0.012695,0.0,0.004883,0.00293,0.088867,0.000977,0.010742,0.0,0.008789,0.0,0.00293,0.03418,0.0,0.0,0.003906,0.03125,0.023438,0.009766,0.014648,0.0,0.026367,0.20996,0.042969,0.026367,0.018555,0.008789,0.0,0.004883,0.0,0.0,0.0,0.005859,0.12305,0.0,0.049805,0.000977,0.017578,0.0,0.0,0.0,0.0,0.032227,17
364,0.021484,0.018555,0.009766,0.00293,0.035156,0.0,0.015625,0.032227,0.045898,0.000977,0.0,0.000977,0.0,0.014648,0.0,0.0,0.024414,0.0,0.006836,0.023438,0.0,0.0,0.043945,0.0,0.000977,0.0,0.035156,0.0,0.013672,0.00293,0.017578,0.0,0.0,0.091797,0.003906,0.0,0.0,0.038086,0.00293,0.006836,0.00293,0.0,0.010742,0.15625,0.047852,0.030273,0.030273,0.005859,0.0,0.010742,0.0,0.0,0.000977,0.003906,0.11133,0.0,0.040039,0.0,0.013672,0.0,0.0,0.0,0.0,0.024414,17
365,0.0,0.00293,0.006836,0.013672,0.029297,0.0,0.006836,0.004883,0.012695,0.00293,0.00293,0.000977,0.000977,0.024414,0.0,0.0,0.000977,0.0,0.004883,0.015625,0.0,0.014648,0.030273,0.006836,0.006836,0.0,0.094727,0.0,0.040039,0.004883,0.041016,0.0,0.001953,0.004883,0.009766,0.0,0.001953,0.008789,0.016602,0.008789,0.083008,0.000977,0.064453,0.2002,0.025391,0.000977,0.025391,0.0,0.012695,0.021484,0.0,0.011719,0.006836,0.025391,0.041016,0.0,0.015625,0.001953,0.021484,0.0,0.0,0.00293,0.001953,0.013672,17
366,0.007812,0.009766,0.0,0.023438,0.03125,0.0,0.011719,0.006836,0.035156,0.006836,0.0,0.000977,0.000977,0.015625,0.0,0.0,0.017578,0.0,0.000977,0.009766,0.0,0.0,0.035156,0.005859,0.030273,0.000977,0.12988,0.000977,0.012695,0.003906,0.010742,0.0,0.0,0.033203,0.008789,0.0,0.0,0.014648,0.053711,0.022461,0.086914,0.00293,0.089844,0.097656,0.018555,0.041992,0.016602,0.008789,0.005859,0.001953,0.0,0.001953,0.004883,0.00293,0.026367,0.0,0.008789,0.0,0.017578,0.0,0.0,0.0,0.001953,0.022461,17
367,0.004883,0.0,0.017578,0.005859,0.009766,0.0,0.025391,0.015625,0.000977,0.012695,0.071289,0.0,0.012695,0.006836,0.0,0.010742,0.0,0.000977,0.02832,0.007812,0.030273,0.035156,0.001953,0.00293,0.00293,0.021484,0.015625,0.009766,0.013672,0.012695,0.020508,0.014648,0.000977,0.012695,0.017578,0.012695,0.0,0.029297,0.016602,0.007812,0.004883,0.012695,0.020508,0.050781,0.001953,0.041992,0.040039,0.006836,0.013672,0.009766,0.083008,0.023438,0.006836,0.041016,0.001953,0.030273,0.000977,0.00293,0.013672,0.0,0.011719,0.052734,0.004883,0.012695,18
368,0.011719,0.000977,0.008789,0.016602,0.001953,0.0,0.007812,0.000977,0.0,0.043945,0.058594,0.0,0.006836,0.004883,0.000977,0.009766,0.0,0.004883,0.030273,0.000977,0.011719,0.010742,0.000977,0.001953,0.019531,0.087891,0.024414,0.008789,0.009766,0.010742,0.008789,0.003906,0.02832,0.004883,0.004883,0.012695,0.033203,0.004883,0.026367,0.015625,0.017578,0.014648,0.017578,0.06543,0.001953,0.038086,0.010742,0.007812,0.007812,0.005859,0.045898,0.016602,0.017578,0.020508,0.001953,0.010742,0.003906,0.003906,0.003906,0.0,0.009766,0.0625,0.00293,0.072266,18
369,0.008789,0.011719,0.046875,0.0,0.0,0.001953,0.010742,0.022461,0.005859,0.0,0.013672,0.0,0.014648,0.022461,0.0,0.049805,0.000977,0.012695,0.011719,0.033203,0.008789,0.12305,0.008789,0.000977,0.011719,0.000977,0.004883,0.041992,0.058594,0.008789,0.032227,0.009766,0.0,0.00293,0.013672,0.0,0.0,0.020508,0.011719,0.000977,0.0,0.037109,0.006836,0.005859,0.012695,0.019531,0.038086,0.0,0.007812,0.098633,0.000977,0.004883,0.000977,0.014648,0.0,0.0,0.006836,0.0,0.041016,0.0,0.0,0.006836,0.024414,0.044922,18
370,0.014648,0.001953,0.019531,0.00293,0.020508,0.000977,0.035156,0.02832,0.005859,0.008789,0.084961,0.0,0.012695,0.012695,0.0,0.030273,0.0,0.00293,0.019531,0.019531,0.001953,0.05957,0.00293,0.0,0.0,0.027344,0.015625,0.007812,0.012695,0.004883,0.026367,0.023438,0.000977,0.009766,0.009766,0.006836,0.0,0.052734,0.012695,0.015625,0.003906,0.009766,0.009766,0.030273,0.0,0.016602,0.02832,0.00293,0.013672,0.029297,0.047852,0.017578,0.000977,0.054688,0.000977,0.022461,0.001953,0.0,0.013672,0.0,0.00293,0.046875,0.017578,0.015625,18
371,0.011719,0.000977,0.018555,0.001953,0.02832,0.0,0.017578,0.03418,0.000977,0.00293,0.060547,0.0,0.011719,0.008789,0.0,0.011719,0.0,0.000977,0.021484,0.015625,0.013672,0.03418,0.00293,0.0,0.003906,0.027344,0.007812,0.008789,0.024414,0.003906,0.012695,0.0625,0.0,0.016602,0.005859,0.010742,0.003906,0.03125,0.017578,0.005859,0.0,0.015625,0.008789,0.010742,0.0,0.030273,0.03418,0.030273,0.001953,0.019531,0.087891,0.012695,0.000977,0.02832,0.018555,0.052734,0.005859,0.000977,0.019531,0.0,0.011719,0.041992,0.004883,0.020508,18
372,0.00293,0.001953,0.027344,0.00293,0.013672,0.0,0.026367,0.013672,0.000977,0.008789,0.070312,0.0,0.013672,0.014648,0.0,0.027344,0.000977,0.005859,0.015625,0.004883,0.009766,0.014648,0.001953,0.0,0.003906,0.027344,0.020508,0.021484,0.011719,0.008789,0.022461,0.012695,0.000977,0.004883,0.005859,0.011719,0.000977,0.03418,0.007812,0.005859,0.013672,0.016602,0.007812,0.024414,0.0,0.043945,0.041992,0.001953,0.006836,0.005859,0.10059,0.026367,0.00293,0.038086,0.0,0.083008,0.006836,0.004883,0.014648,0.0,0.004883,0.038086,0.003906,0.033203,18
373,0.006836,0.0,0.023438,0.016602,0.0,0.0,0.013672,0.006836,0.001953,0.005859,0.061523,0.0,0.012695,0.006836,0.0,0.009766,0.0,0.005859,0.042969,0.000977,0.021484,0.051758,0.00293,0.0,0.005859,0.057617,0.06543,0.009766,0.016602,0.009766,0.018555,0.001953,0.003906,0.00293,0.004883,0.013672,0.006836,0.018555,0.030273,0.014648,0.024414,0.019531,0.027344,0.033203,0.000977,0.021484,0.02832,0.0,0.010742,0.027344,0.056641,0.009766,0.006836,0.040039,0.0,0.0,0.0,0.000977,0.019531,0.0,0.001953,0.042969,0.006836,0.047852,18
374,0.010742,0.001953,0.009766,0.004883,0.017578,0.0,0.008789,0.012695,0.000977,0.03418,0.091797,0.0,0.005859,0.007812,0.0,0.014648,0.000977,0.001953,0.040039,0.00293,0.015625,0.026367,0.003906,0.000977,0.000977,0.046875,0.030273,0.008789,0.009766,0.010742,0.014648,0.003906,0.013672,0.016602,0.006836,0.006836,0.008789,0.036133,0.016602,0.016602,0.009766,0.007812,0.024414,0.078125,0.004883,0.023438,0.026367,0.006836,0.009766,0.004883,0.061523,0.017578,0.003906,0.02832,0.020508,0.014648,0.004883,0.0,0.005859,0.0,0.0,0.05957,0.007812,0.016602,18
375,0.006836,0.00293,0.009766,0.018555,0.004883,0.0,0.023438,0.012695,0.001953,0.008789,0.084961,0.0,0.010742,0.009766,0.0,0.025391,0.000977,0.004883,0.037109,0.017578,0.008789,0.069336,0.0,0.001953,0.021484,0.040039,0.018555,0.000977,0.025391,0.008789,0.014648,0.008789,0.001953,0.006836,0.003906,0.006836,0.00293,0.018555,0.036133,0.007812,0.012695,0.012695,0.040039,0.013672,0.000977,0.005859,0.033203,0.000977,0.010742,0.035156,0.025391,0.019531,0.013672,0.042969,0.008789,0.007812,0.0,0.003906,0.023438,0.0,0.001953,0.067383,0.005859,0.02832,18
