d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,P1,P2,P3,class
1566,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
1567,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1568,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,0
1569,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
1570,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1571,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1572,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0
1573,2,0,1,0,0,1,0,0,0,1,1,1,0,0,2,1,1,0,0,0,0
1574,2,2,1,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0
1575,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
1576,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
1577,0,0,1,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0
1578,1,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,1,1,0,0,0
1579,1,0,0,1,0,1,0,1,0,1,1,1,0,1,2,0,0,0,0,1,0
1580,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0
1581,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1582,1,2,1,0,1,0,0,2,1,2,0,0,0,0,1,1,1,1,1,1,0
1583,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1584,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
1585,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
1586,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0
1587,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,1,1,0,0,1,0
1588,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1589,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0
1590,1,1,1,0,0,0,1,2,0,1,0,0,0,0,1,1,2,0,0,1,0
1591,1,1,0,1,1,2,0,0,1,1,0,0,0,0,2,0,2,1,0,0,0
1592,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,2,0,2,0,1,0
1593,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0
1594,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1595,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,1,0
1596,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0
1597,2,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2,0
1598,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,2,0,0,0,0
1599,1,1,1,1,2,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0
