d3mIndex,V1,V2,V3,V4,Class
3372,1.506,0.729,1.578,0.743,1
3373,1.492,0.724,1.571,0.756,1
3374,1.478,0.718,1.556,0.771,1
3375,1.463,0.712,1.544,0.787,1
3376,1.446,0.709,2.959,0.803,1
3377,1.43,0.702,2.966,0.82,1
3378,1.415,0.696,2.88,0.837,1
3379,1.397,0.692,2.193,0.856,1
3380,1.375,0.686,2.21,0.874,1
3381,1.356,0.676,2.224,0.893,1
3382,1.337,0.67,2.235,0.912,1
3383,1.322,0.667,1.415,0.93,1
3384,1.3,0.657,1.366,0.949,1
3385,1.281,0.651,1.344,0.968,1
3386,1.265,0.644,1.324,0.987,1
3387,1.246,0.638,1.305,1.006,1
3388,1.226,0.632,1.286,1.025,1
3389,1.206,0.625,1.27,1.045,1
3390,1.184,0.619,1.253,1.064,1
3391,1.164,0.611,1.237,1.084,1
3392,1.144,0.604,3.075,1.103,1
3393,1.124,0.598,1.194,1.123,1
3394,1.108,0.59,1.171,1.143,1
3395,1.085,0.584,1.151,1.162,1
3396,1.066,0.58,1.132,1.181,1
3397,1.048,0.577,1.114,1.2,1
3398,1.029,0.567,1.095,1.218,1
3399,1.01,0.561,1.074,1.237,1
3400,0.755,0.555,1.056,1.255,2
3401,0.712,0.551,1.041,1.273,2
3402,0.684,0.542,1.022,1.292,2
3403,0.669,0.536,1.0,1.31,2
3404,0.658,0.529,0.982,1.328,2
3405,0.655,0.52,0.966,1.345,2
3406,0.886,0.515,0.956,1.36,2
3407,0.88,0.506,3.193,1.366,2
3408,0.57,0.504,3.203,1.364,2
3409,0.568,0.504,3.198,1.361,2
3410,0.565,0.505,3.197,1.36,2
3411,0.887,0.505,3.194,1.36,2
3412,0.886,0.504,3.194,1.36,2
3413,0.565,0.503,3.188,1.36,2
3414,0.886,0.502,3.189,1.363,2
3415,0.889,0.501,2.584,1.358,2
3416,0.889,0.501,2.59,1.358,2
3417,0.889,0.5,2.587,1.358,2
3418,0.888,0.5,2.584,1.358,2
3419,0.889,0.499,3.204,1.357,2
3420,0.889,0.498,3.205,1.357,2
3421,0.889,0.497,3.193,1.357,2
3422,0.889,0.495,3.191,1.357,2
3423,0.89,0.494,3.188,1.356,2
3424,0.89,0.493,2.582,1.356,2
3425,0.891,0.491,2.59,1.356,2
3426,0.891,0.49,0.966,1.36,2
3427,0.888,0.489,2.579,1.36,2
3428,0.584,0.486,2.581,1.36,2
3429,0.891,0.484,2.581,1.36,2
3430,0.893,0.482,2.582,1.393,2
3431,0.892,0.48,2.583,1.375,2
3432,0.892,0.479,2.582,1.392,2
3433,0.893,0.477,2.586,1.362,2
3434,0.892,0.475,2.588,1.363,2
3435,0.892,0.473,2.59,1.365,2
3436,0.892,0.472,2.594,1.367,2
3437,0.893,0.47,2.596,1.371,2
3438,0.895,0.467,2.597,1.41,2
3439,0.887,0.464,1.426,0.788,2
3440,0.89,0.461,1.42,0.784,2
3441,0.889,0.459,1.415,0.783,2
3442,0.888,0.457,1.416,0.782,2
3443,0.887,0.455,2.604,0.525,2
3444,0.887,0.453,1.416,0.506,2
3445,0.886,0.451,2.613,0.497,2
3446,0.889,0.45,2.615,0.508,2
3447,0.882,0.452,1.438,0.49,2
3448,0.887,0.463,1.429,0.485,2
3449,0.877,0.451,1.424,0.481,2
3450,0.88,0.447,1.398,0.487,2
3451,0.879,0.446,1.398,0.471,2
3452,0.878,0.446,1.4,0.463,2
3453,0.876,0.445,1.419,0.48,2
3454,0.876,0.448,1.415,0.465,2
3455,0.878,0.475,1.395,0.447,2
3456,0.877,0.504,1.395,0.445,2
3457,0.879,0.553,1.392,0.439,2
3458,0.887,0.453,1.389,0.437,2
3459,0.899,0.457,1.39,0.435,2
3460,0.877,0.545,1.394,0.432,2
3461,0.873,0.539,1.41,0.43,2
3462,0.876,1.053,1.401,0.429,2
3463,0.882,0.47,1.394,0.423,2
3464,0.892,0.469,1.396,0.421,2
3465,3.287,0.474,1.397,0.42,4
3466,3.284,0.481,1.396,0.419,4
3467,3.284,0.858,1.398,0.419,1
3468,3.285,0.855,1.399,0.419,1
3469,3.285,0.851,1.4,0.419,1
3470,3.288,0.851,1.4,0.419,1
3471,3.291,0.851,1.4,0.42,1
3472,3.285,0.851,1.401,0.423,1
3473,3.278,0.848,1.403,0.429,1
3474,3.266,0.845,1.408,0.438,1
3475,3.256,0.843,1.412,0.448,1
3476,3.244,0.835,1.417,0.46,1
3477,3.23,0.832,1.424,0.474,1
3478,3.215,0.822,1.43,0.489,1
3479,3.202,0.817,1.438,0.505,1
3480,3.187,0.593,1.445,0.522,1
3481,3.163,0.8,1.453,0.54,1
3482,3.144,0.792,1.46,0.559,1
3483,3.126,0.788,1.468,0.578,1
3484,1.022,0.777,1.476,0.597,1
3485,3.09,0.769,1.483,0.616,1
3486,3.067,0.765,1.491,0.636,1
3487,3.051,0.758,1.499,0.655,1
3488,3.031,0.75,1.507,0.674,1
3489,0.949,0.74,1.515,0.693,1
3490,0.929,0.732,1.523,0.712,1
3491,0.91,0.728,1.531,0.732,1
3492,2.954,0.718,1.539,0.751,1
3493,2.935,0.714,1.546,0.77,1
3494,2.916,0.723,1.553,0.788,1
3495,2.898,0.714,1.561,0.806,1
3496,2.88,0.704,1.568,0.824,1
3497,2.862,0.697,1.575,0.842,1
3498,2.844,0.689,1.582,0.86,1
3499,2.826,0.683,1.589,0.878,1
3500,2.808,0.675,1.596,0.896,1
3501,2.79,0.686,1.603,0.914,1
3502,2.771,0.666,1.61,0.933,1
3503,2.752,0.663,1.617,0.951,1
3504,2.733,0.673,1.625,0.97,1
3505,2.714,0.649,1.633,0.988,1
3506,2.696,0.643,1.64,1.007,1
3507,2.678,0.636,1.647,1.025,1
3508,2.659,0.63,1.655,1.043,1
3509,2.641,0.622,1.662,1.062,1
3510,2.622,0.613,1.67,1.08,1
3511,2.601,0.609,1.677,1.099,1
3512,2.582,0.599,1.685,1.117,1
3513,2.566,0.596,1.692,1.136,1
3514,2.547,0.587,1.7,1.154,1
3515,2.526,0.58,1.707,1.173,1
3516,2.507,0.574,1.714,1.191,1
3517,2.488,0.567,1.722,1.21,1
3518,2.47,0.561,1.729,1.228,1
3519,2.452,0.557,1.736,1.246,1
3520,2.434,0.551,1.743,1.264,1
3521,2.415,0.543,1.751,1.282,1
3522,2.397,0.537,1.759,1.301,1
3523,2.378,0.527,1.767,1.319,1
3524,2.36,0.523,1.774,1.337,1
3525,2.342,0.535,1.783,1.355,1
3526,2.323,0.524,1.791,1.374,1
3527,2.305,0.506,1.799,1.392,1
3528,2.287,0.503,1.807,1.41,1
3529,1.923,0.492,1.815,1.428,4
3530,1.9,0.487,1.824,1.447,4
3531,1.887,0.483,1.832,1.465,4
3532,2.211,0.48,1.84,1.483,4
3533,2.193,0.478,1.848,1.502,4
3534,2.176,0.479,1.856,1.519,4
3535,2.159,0.497,1.863,1.536,1
3536,2.143,0.486,1.87,1.552,4
3537,2.127,0.503,1.876,1.568,1
3538,2.112,0.514,1.883,1.583,1
3539,2.098,0.492,1.889,1.596,4
3540,2.084,0.479,1.895,1.61,4
3541,2.071,0.483,1.9,1.622,4
3542,1.813,0.63,1.905,1.635,1
3543,1.796,0.482,1.91,1.647,4
3544,1.789,0.621,1.916,1.659,1
3545,1.782,0.625,1.92,1.67,1
3546,1.77,0.597,1.925,1.681,1
3547,2.001,0.601,1.93,1.692,1
3548,1.788,0.605,1.935,1.704,1
3549,1.771,0.571,1.941,1.717,1
3550,1.964,0.544,1.947,1.73,1
3551,1.952,0.579,1.953,1.743,1
3552,1.941,0.522,1.959,1.756,1
3553,1.927,0.53,1.965,1.771,1
3554,1.91,0.516,1.971,1.786,1
3555,1.893,1.428,1.95,1.802,3
3556,1.876,1.419,1.986,1.819,3
3557,1.859,1.413,1.934,1.837,3
3558,1.84,1.405,1.941,1.856,3
3559,1.82,1.4,2.004,1.875,3
3560,1.801,1.398,1.879,1.894,3
3561,1.782,1.394,1.853,1.913,3
3562,1.763,1.389,1.834,1.931,3
3563,1.745,1.386,1.815,1.95,3
3564,1.727,1.381,1.798,1.968,3
3565,1.633,1.38,2.032,1.985,3
3566,1.693,1.384,1.762,2.001,3
3567,1.678,1.412,1.741,2.015,3
3568,1.663,1.378,1.703,2.029,3
3569,1.649,1.372,1.681,2.042,3
3570,1.569,1.369,1.663,2.055,3
3571,1.559,1.367,1.651,2.069,3
3572,1.578,1.364,1.658,2.083,3
3573,1.547,1.361,1.778,2.096,3
3574,1.555,1.358,1.631,2.109,3
3575,1.45,1.362,1.591,2.123,3
3576,1.369,2.692,1.577,2.138,3
3577,1.358,2.689,1.56,2.181,3
3578,1.342,2.686,1.546,2.165,3
3579,1.332,0.753,1.533,2.177,1
3580,1.347,0.761,1.534,2.19,1
3581,1.333,0.772,1.508,2.204,1
3582,1.307,0.775,1.497,2.181,1
3583,1.3,0.785,1.483,2.187,1
3584,1.292,0.856,1.469,2.187,1
3585,1.284,0.935,1.458,2.188,3
3586,1.276,2.253,1.447,2.199,3
3587,1.265,1.319,1.435,2.312,3
3588,1.254,1.324,1.423,2.299,3
3589,1.245,1.336,1.415,2.334,3
3590,1.234,2.293,1.405,2.364,3
3591,1.226,0.832,1.397,2.385,1
3592,1.211,0.834,1.382,2.409,1
3593,1.197,0.839,1.372,2.395,1
3594,1.182,0.843,1.362,2.396,1
3595,1.163,0.847,1.35,3.34,1
3596,1.147,0.854,1.343,2.321,1
3597,1.131,0.86,1.336,2.326,1
3598,1.115,2.358,1.329,2.349,3
3599,1.098,2.365,1.323,2.431,3
3600,1.081,2.372,1.316,2.435,3
3601,1.064,0.875,1.31,3.437,1
3602,1.047,0.883,1.303,3.454,1
3603,1.031,0.891,1.296,2.451,1
3604,1.014,2.401,1.289,3.486,3
3605,0.997,2.407,1.283,2.48,3
3606,0.98,0.895,1.277,2.47,1
3607,0.966,0.897,1.27,2.481,1
3608,0.948,0.903,1.263,2.49,3
3609,0.932,0.908,1.256,2.501,3
3610,0.915,0.913,1.251,2.505,3
3611,0.899,0.916,1.245,2.515,2
3612,0.883,0.922,1.242,2.523,2
3613,0.867,0.927,1.237,2.598,2
3614,0.851,0.932,1.231,2.616,2
3615,0.836,0.938,1.227,2.604,2
3616,0.822,0.917,1.223,2.617,2
3617,0.816,0.903,1.222,2.637,2
3618,0.817,0.897,1.221,2.633,2
3619,0.817,0.891,1.222,3.677,2
3620,0.822,0.89,1.224,3.675,2
3621,0.822,0.894,1.223,2.666,2
3622,0.822,0.89,1.223,3.675,2
3623,0.818,0.89,1.224,3.675,2
3624,0.817,0.89,1.224,3.675,2
3625,0.816,0.889,1.224,3.672,2
3626,0.816,0.888,1.225,3.675,2
3627,0.814,0.887,1.226,2.649,2
3628,0.814,0.886,1.228,2.644,2
3629,0.813,0.885,1.229,2.649,2
3630,0.812,0.884,1.231,2.652,2
3631,0.815,0.889,1.233,2.656,2
3632,0.815,0.978,1.239,3.676,2
3633,0.815,0.898,1.242,3.681,2
3634,0.813,0.97,1.244,2.672,2
3635,0.812,0.881,1.246,3.669,2
3636,0.807,0.877,1.245,3.668,2
3637,0.806,0.877,1.247,3.674,2
3638,0.805,0.901,1.249,2.683,2
3639,0.804,0.963,1.255,2.687,2
3640,0.803,0.871,1.258,2.688,2
3641,0.805,0.954,1.26,3.715,2
3642,0.805,0.887,1.268,4.834,2
3643,0.807,0.837,1.269,0.873,2
3644,0.823,0.834,1.281,0.871,2
3645,0.874,0.83,1.272,0.865,2
3646,0.806,0.822,1.274,0.867,2
3647,0.802,0.819,1.273,0.909,2
3648,0.804,0.818,1.279,0.856,2
3649,0.807,0.814,1.289,0.854,2
3650,0.813,0.826,1.81,0.849,2
3651,0.881,0.798,1.751,0.845,2
3652,0.892,0.792,1.821,0.845,2
3653,0.893,0.788,1.319,0.845,2
3654,0.895,0.785,1.325,0.845,2
3655,1.265,0.782,1.3,0.845,1
3656,1.269,0.779,1.305,0.849,1
3657,1.27,0.786,1.334,0.85,1
3658,1.27,0.774,1.343,0.85,1
3659,1.268,0.769,1.842,0.852,1
3660,1.265,0.776,1.338,0.855,1
3661,1.259,0.789,1.325,0.861,1
3662,1.251,0.776,1.317,0.869,1
3663,1.241,0.77,1.31,0.879,1
3664,1.229,0.766,1.821,0.891,1
3665,1.215,0.754,1.814,0.905,1
3666,1.2,0.752,1.803,0.92,1
3667,1.076,0.747,1.794,0.937,1
3668,1.057,0.741,1.788,0.954,1
3669,1.041,0.739,1.776,0.972,1
3670,1.025,0.727,1.769,0.991,1
3671,1.11,0.725,1.758,1.01,1
3672,1.004,0.719,1.746,1.029,1
3673,1.071,0.713,1.438,1.049,1
3674,1.051,0.71,1.723,1.069,1
3675,1.031,0.708,1.717,1.089,1
3676,1.012,0.692,1.705,1.109,1
3677,0.992,0.689,1.699,1.128,1
3678,0.972,0.687,1.69,1.148,1
3679,0.95,0.674,1.273,1.167,1
3680,0.934,0.671,1.668,1.186,1
3681,0.915,0.665,1.667,1.204,1
3682,0.893,0.66,1.575,1.223,2
3683,0.874,0.654,1.646,1.242,2
3684,0.856,0.648,1.543,1.261,2
3685,0.837,0.645,1.497,1.279,2
3686,0.818,0.632,1.626,1.298,2
3687,0.801,0.634,1.522,1.315,2
3688,0.786,0.619,1.48,1.329,2
3689,0.778,0.608,1.613,1.336,2
3690,0.779,0.603,1.618,1.334,2
3691,0.782,0.602,1.626,1.33,2
3692,0.784,0.602,1.627,1.329,2
3693,0.784,0.603,1.627,1.329,2
3694,0.784,0.602,1.627,1.329,2
3695,0.784,0.602,1.627,1.329,2
3696,0.783,0.601,1.628,1.326,2
3697,0.783,0.596,1.629,1.326,2
3698,0.783,0.595,1.63,1.325,2
3699,0.784,0.594,1.632,1.328,2
3700,0.784,0.592,0.855,1.328,2
3701,0.784,0.59,1.64,1.328,2
3702,0.785,0.589,0.861,1.331,2
3703,0.786,0.588,1.632,1.332,2
3704,0.786,0.587,1.63,1.332,2
3705,0.785,0.59,1.631,1.349,2
3706,0.784,0.584,1.636,5.0,2
3707,0.784,0.578,1.645,5.0,2
3708,0.783,0.576,1.653,1.21,2
3709,0.783,0.574,1.652,1.206,2
3710,0.783,0.572,1.653,1.205,2
3711,0.783,0.57,1.661,1.208,2
3712,0.782,0.572,1.67,1.21,2
3713,0.781,0.577,1.976,5.0,2
3714,0.78,0.568,2.377,5.0,2
3715,0.779,0.562,2.392,5.0,2
3716,0.778,0.557,2.391,1.208,2
3717,0.777,0.555,2.393,5.0,2
3718,0.776,0.553,2.395,1.201,2
3719,0.779,0.555,2.4,1.417,2
3720,0.779,0.553,2.567,0.616,2
3721,0.773,0.552,2.866,0.605,2
3722,0.771,0.564,2.869,0.606,2
3723,0.769,0.552,2.94,0.605,2
3724,0.767,0.551,2.871,0.593,2
3725,0.765,0.551,2.863,0.588,2
3726,0.763,0.55,2.862,0.637,2
3727,0.762,0.578,2.864,0.633,2
3728,0.761,0.588,2.866,0.589,2
3729,0.763,0.798,1.377,0.569,2
3730,0.766,0.686,1.368,0.565,2
3731,0.779,0.586,1.368,0.553,2
3732,0.765,0.681,1.369,0.545,2
3733,0.761,0.663,1.448,0.539,2
3734,0.76,0.775,1.377,0.537,2
3735,0.763,0.813,1.414,0.536,2
3736,0.766,0.567,1.383,0.531,2
3737,0.776,0.572,1.374,0.529,2
3738,0.794,0.577,1.372,0.524,2
3739,1.65,0.75,1.373,0.522,1
3740,1.665,0.743,1.375,0.521,1
3741,1.664,0.741,1.377,0.521,1
3742,1.664,0.738,1.379,0.521,1
3743,0.934,0.736,1.38,0.523,1
3744,0.925,0.736,1.381,0.527,1
3745,0.917,0.734,1.383,0.533,1
3746,0.873,0.731,1.386,0.541,2
3747,0.91,0.727,1.39,0.552,1
3748,0.892,0.722,1.396,0.565,2
3749,0.887,0.716,1.401,0.578,2
3750,0.871,0.71,1.409,0.592,2
3751,0.856,0.703,1.413,0.606,2
3752,1.556,0.697,1.419,0.619,1
3753,1.547,0.692,1.424,0.631,1
3754,1.536,0.691,1.429,0.642,1
3755,1.533,0.687,1.432,0.647,1
3756,1.533,0.686,1.433,0.648,1
3757,1.531,0.686,1.434,0.649,1
3758,1.529,0.685,1.434,0.651,1
3759,1.527,0.685,1.435,0.654,1
3760,1.524,0.684,1.436,0.656,1
3761,1.523,0.683,1.437,0.657,1
3762,1.522,0.682,1.437,0.658,1
3763,0.904,0.682,1.435,0.661,1
3764,0.9,0.68,1.44,0.667,2
3765,0.892,0.676,1.443,0.676,2
3766,1.492,0.672,1.448,0.687,1
3767,1.479,0.668,1.452,0.7,1
3768,0.851,0.666,1.454,0.712,2
3769,0.844,0.661,1.461,0.723,2
3770,1.439,0.657,1.462,0.735,1
3771,0.88,0.655,1.469,0.747,2
3772,1.415,0.651,1.473,0.758,1
3773,1.407,0.643,1.466,0.769,1
3774,1.396,0.636,1.48,0.78,1
3775,1.385,0.632,1.48,0.794,1
3776,1.374,0.629,1.49,0.801,1
3777,1.36,0.622,1.509,0.812,1
3778,1.348,0.618,1.527,0.824,1
3779,0.885,0.613,1.508,0.838,2
3780,1.315,0.608,1.529,0.856,1
3781,1.302,0.604,1.531,0.87,1
3782,1.287,0.598,1.576,0.888,1
3783,1.269,0.593,1.569,0.906,1
3784,1.252,0.588,1.577,0.923,1
3785,1.235,0.583,1.586,0.94,1
3786,1.219,0.579,1.588,0.957,1
3787,1.203,0.575,1.587,0.973,1
3788,1.187,0.57,1.601,0.99,1
3789,0.867,0.565,1.607,1.008,2
3790,1.154,0.561,1.613,1.025,1
3791,1.14,0.556,1.622,1.043,1
3792,1.123,0.552,1.625,1.062,1
3793,1.106,0.547,1.631,1.081,1
3794,1.09,0.543,1.637,1.099,1
3795,1.074,0.539,1.644,1.116,1
3796,1.06,0.535,1.649,1.132,1
3797,1.049,0.532,1.655,1.149,1
3798,1.037,0.528,3.165,1.165,1
3799,1.021,0.521,1.671,1.183,1
3800,1.006,0.518,1.748,1.201,1
3801,0.986,0.516,1.779,1.218,1
3802,0.967,0.513,1.757,1.237,1
3803,0.826,0.51,1.761,1.255,2
3804,0.93,0.508,1.749,1.274,1
3805,0.855,0.506,1.713,1.293,2
3806,0.898,0.503,1.72,1.312,2
3807,0.879,0.501,1.725,1.331,2
3808,0.863,0.499,1.732,1.35,2
3809,0.848,0.496,1.74,1.369,2
3810,0.834,0.494,1.744,1.386,2
3811,0.824,0.493,1.75,1.161,2
3812,0.821,0.49,1.966,1.4,2
3813,0.827,0.49,1.769,1.398,2
3814,0.828,0.49,1.772,1.395,2
3815,0.829,0.49,3.206,1.395,2
3816,0.829,0.49,1.952,1.395,2
3817,0.828,0.489,3.207,1.395,2
3818,0.828,0.489,3.211,1.399,2
3819,0.828,0.488,1.952,1.395,2
3820,0.831,0.487,1.952,1.398,2
3821,0.828,0.486,1.952,1.398,2
3822,0.832,0.485,1.949,1.397,2
3823,0.831,0.484,1.949,1.145,2
3824,0.834,0.483,1.949,1.142,2
3825,1.447,0.482,1.952,1.141,4
3826,1.101,0.481,1.956,1.14,4
3827,1.101,0.48,1.77,1.135,4
3828,1.1,0.479,1.767,1.135,4
3829,1.1,0.479,1.768,1.133,4
3830,1.096,0.48,1.768,1.136,4
3831,1.095,0.479,1.771,1.137,4
3832,1.098,0.48,1.768,1.135,4
3833,1.095,0.479,1.775,1.14,4
3834,1.092,0.48,1.773,1.144,4
3835,1.086,0.48,1.775,1.149,4
3836,1.077,0.48,1.777,1.152,4
3837,0.823,0.481,1.779,1.16,2
3838,1.473,0.481,1.779,1.168,4
3839,1.464,0.482,1.781,1.175,4
3840,1.455,0.483,1.787,1.187,4
3841,1.446,0.484,1.783,1.117,4
3842,1.438,0.484,1.786,1.13,4
3843,1.428,0.485,1.791,0.582,4
3844,1.421,0.486,1.79,0.578,4
3845,1.414,0.487,1.792,0.578,4
3846,1.41,0.488,1.794,0.574,4
3847,1.403,0.49,1.802,0.578,4
3848,1.395,0.491,1.804,1.037,4
3849,1.387,0.493,1.809,1.045,4
3850,1.379,0.494,1.868,1.028,4
3851,1.371,0.496,2.038,0.584,1
3852,1.366,0.497,2.042,1.065,1
3853,1.355,0.499,1.638,1.061,1
3854,1.279,0.502,1.646,1.306,1
3855,1.274,0.504,1.655,1.077,1
3856,1.33,0.508,1.664,1.06,1
3857,1.32,0.512,1.68,0.9,1
3858,1.31,0.517,1.691,0.914,1
3859,1.298,0.522,1.706,0.923,1
3860,1.286,0.528,1.722,0.932,1
3861,1.275,0.534,1.739,0.958,1
3862,1.264,0.54,1.759,0.976,1
3863,1.246,0.547,1.834,0.999,1
3864,1.228,0.554,1.794,1.461,1
3865,1.21,0.561,1.812,1.483,1
3866,1.191,0.568,1.831,1.499,1
3867,1.172,0.575,1.85,1.522,1
3868,1.156,0.582,1.865,1.542,1
3869,1.101,0.589,1.893,0.947,1
3870,1.082,0.596,1.91,0.969,1
3871,1.06,0.603,1.93,1.561,1
3872,1.04,0.61,1.93,1.619,1
3873,1.021,0.618,1.934,1.553,1
3874,1.002,0.625,1.986,1.56,1
3875,0.982,0.632,2.061,1.584,1
3876,0.963,0.64,2.087,1.607,1
3877,0.945,0.647,2.087,1.63,1
3878,0.926,0.651,2.091,1.643,1
3879,0.907,0.655,2.094,1.666,1
3880,0.889,0.669,3.038,1.783,2
3881,0.871,0.671,3.031,1.803,2
3882,0.853,0.676,3.023,1.821,2
3883,0.835,0.674,3.017,1.57,2
3884,0.821,0.675,3.01,1.671,2
3885,1.085,0.68,3.004,1.688,1
3886,1.469,0.68,2.291,1.133,1
3887,1.467,0.678,2.242,1.115,1
3888,1.471,0.676,2.246,1.115,1
3889,1.471,0.676,2.248,1.108,1
3890,1.47,0.677,2.224,1.11,1
3891,1.468,0.678,2.296,0.774,1
3892,1.463,0.68,2.251,1.116,1
3893,1.456,0.682,2.243,1.125,1
3894,1.065,0.685,2.248,0.777,1
3895,1.056,0.69,2.298,1.157,1
3896,1.049,0.695,2.298,1.172,1
3897,1.038,0.701,2.98,0.788,1
3898,1.029,0.707,2.974,0.804,1
3899,0.714,0.715,2.967,0.814,2
3900,0.695,0.723,2.96,1.556,2
3901,0.672,0.734,2.952,1.797,2
3902,0.653,0.742,2.944,1.669,2
3903,0.639,0.75,2.938,2.068,2
3904,0.625,0.757,2.931,1.577,2
3905,0.612,0.764,2.925,1.599,2
3906,0.601,0.767,2.922,1.167,2
3907,0.595,0.766,2.922,1.524,2
3908,0.595,0.765,2.923,1.523,2
3909,0.596,0.761,2.925,1.525,2
3910,0.597,0.76,2.925,5.0,2
3911,0.6,0.76,2.926,1.523,2
3912,0.6,0.759,2.252,0.845,2
3913,0.603,0.758,2.249,5.0,2
3914,1.056,0.757,2.929,0.819,1
3915,1.062,0.756,2.929,1.769,1
3916,1.062,0.755,2.93,1.718,1
3917,1.424,0.754,2.06,0.997,1
3918,1.422,0.754,2.063,5.0,1
3919,1.421,0.755,2.06,5.0,1
3920,1.597,0.757,2.063,1.769,1
3921,1.054,0.758,2.925,1.005,1
3922,1.595,0.76,2.923,1.724,1
3923,1.586,0.763,2.919,1.722,1
3924,1.066,0.767,2.913,5.0,1
3925,1.219,0.772,2.906,5.0,1
3926,1.205,0.779,2.899,1.375,1
3927,0.993,0.782,2.89,5.0,1
3928,0.976,0.782,2.88,5.0,1
3929,0.96,0.781,2.87,1.425,1
3930,0.941,0.781,2.859,5.0,1
3931,0.925,0.775,2.848,5.0,1
3932,0.909,0.776,2.837,5.0,1
3933,0.889,0.777,2.826,1.415,2
3934,0.872,0.779,2.815,5.0,2
3935,0.856,0.781,2.347,1.432,2
3936,0.839,0.784,2.791,1.593,2
3937,0.822,0.791,2.78,1.472,2
3938,0.806,0.901,2.364,1.951,2
3939,0.792,0.902,2.759,0.977,2
3940,0.779,0.901,2.751,0.974,2
3941,0.771,0.805,2.745,0.978,2
3942,0.769,0.8,2.746,5.0,2
3943,0.77,0.799,2.75,4.331,2
3944,0.77,0.798,2.751,4.334,2
3945,0.77,0.794,2.749,4.333,2
3946,0.77,0.793,2.752,4.321,2
3947,0.769,0.792,2.753,4.317,2
3948,0.769,0.791,2.754,4.315,2
3949,0.769,0.791,2.755,4.312,2
3950,0.769,0.79,2.756,0.985,2
3951,0.769,0.789,2.756,0.974,2
3952,0.768,0.789,2.757,0.967,2
3953,0.768,0.789,2.754,0.966,2
3954,0.768,0.788,2.755,1.316,2
3955,0.768,0.787,2.759,0.945,2
3956,0.768,0.405,2.76,0.93,2
3957,0.768,0.397,2.761,0.925,2
3958,0.77,0.393,3.23,0.921,2
3959,0.77,0.392,2.765,0.919,2
3960,0.776,0.39,2.766,0.917,2
3961,0.784,0.389,2.66,0.912,2
3962,0.773,0.384,2.66,0.91,2
3963,0.769,0.386,2.657,0.909,2
3964,0.768,0.411,2.658,0.91,2
3965,0.768,0.782,2.679,0.909,2
3966,0.77,0.43,2.665,0.902,2
3967,0.774,0.808,2.666,0.9,2
3968,0.784,0.379,2.668,0.898,2
3969,1.772,0.372,2.66,0.892,4
3970,1.768,0.369,2.661,0.89,4
3971,0.915,0.367,2.663,0.889,4
3972,0.917,0.747,2.662,0.888,1
3973,0.912,0.745,2.663,0.889,1
3974,0.912,0.745,2.663,0.89,1
3975,0.908,0.746,2.662,0.893,1
3976,0.908,0.746,2.662,0.894,1
3977,0.911,0.746,2.662,0.895,1
3978,0.912,0.745,2.663,0.894,1
3979,0.905,0.743,2.665,0.901,1
3980,0.899,0.74,2.669,0.905,2
3981,0.888,0.736,2.673,0.915,2
3982,0.879,0.732,2.678,0.927,2
3983,0.871,0.726,2.684,0.939,2
3984,0.856,0.393,2.693,0.942,2
3985,0.849,0.379,2.699,0.929,2
3986,1.673,0.382,2.706,0.932,4
3987,1.669,0.386,2.711,0.938,4
3988,2.672,0.392,2.714,0.942,4
3989,2.672,0.701,2.715,0.941,1
3990,2.075,0.404,2.714,0.94,4
3991,1.671,0.398,2.714,0.94,4
3992,2.075,0.402,2.714,0.941,4
3993,2.67,0.43,2.715,0.943,4
3994,2.666,0.428,2.716,0.945,4
3995,2.662,0.697,2.719,0.948,1
3996,2.655,0.695,2.721,0.952,1
3997,2.648,0.689,2.725,0.957,1
3998,2.64,0.685,2.729,0.96,1
3999,2.63,0.682,2.733,0.967,1
4000,2.62,0.678,2.737,0.975,1
4001,2.403,0.675,2.173,0.984,1
4002,2.389,0.481,2.155,0.923,4
4003,2.585,0.667,2.149,0.936,1
4004,2.569,0.663,2.126,0.952,1
4005,2.549,0.659,2.123,0.963,1
4006,2.325,0.555,2.602,0.976,1
4007,1.5,0.65,2.586,0.994,1
4008,1.479,0.536,2.072,1.01,1
4009,1.458,0.642,2.779,1.027,1
4010,1.44,0.638,2.787,1.045,1
4011,1.421,0.633,2.051,1.066,1
4012,1.412,0.628,2.041,1.084,1
4013,2.395,0.624,2.035,1.103,1
4014,1.367,0.619,2.806,0.59,1
4015,1.348,0.615,2.808,0.599,1
4016,1.326,0.61,2.082,0.611,1
4017,1.309,0.606,2.132,0.626,1
4018,1.286,0.601,2.117,0.638,1
4019,1.27,0.597,2.11,0.654,1
4020,1.264,0.592,2.118,0.672,1
4021,1.248,0.587,2.111,0.687,1
4022,1.214,0.582,2.838,0.702,1
4023,1.989,0.578,2.097,0.714,1
4024,1.97,0.571,2.839,0.728,1
4025,2.159,0.567,2.149,0.745,1
4026,1.933,0.565,2.143,0.759,1
4027,1.917,0.561,2.822,0.774,1
4028,1.895,0.557,2.809,0.788,1
4029,1.105,0.553,2.797,0.802,1
4030,1.088,0.549,2.139,0.817,1
4031,2.044,0.545,2.773,0.832,1
4032,2.024,0.541,2.124,0.849,1
4033,2.004,0.537,2.748,0.863,1
4034,1.984,0.533,2.735,0.879,1
4035,1.964,0.529,1.891,0.895,1
4036,1.943,0.525,1.885,0.91,1
