d3mIndex,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,P1,P2,class
1566,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0
1567,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1568,0,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0
1569,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,2,1,1,1,0
1570,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1571,0,1,0,1,0,2,2,2,0,1,0,1,0,1,1,0,1,2,0,0,0
1572,0,1,1,2,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
1573,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1574,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0
1575,0,0,1,1,0,2,1,0,1,2,0,1,1,0,0,0,2,1,0,0,0
1576,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1577,0,0,0,1,0,1,1,2,1,2,0,1,1,0,0,2,0,0,0,2,0
1578,0,0,1,1,0,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
1579,0,0,0,1,0,2,1,0,2,1,0,1,0,0,0,1,1,1,1,1,0
1580,1,0,2,2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0
1581,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
1582,0,0,0,1,1,0,0,0,1,2,1,0,1,0,0,0,0,0,1,1,0
1583,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
1584,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0,1,0,1,0,0,0
1585,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,2,0,2,0,0,0
1586,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0
1587,0,0,0,2,0,2,1,0,1,2,0,1,1,0,0,0,0,2,1,1,0
1588,0,1,1,0,2,1,0,1,0,2,0,1,0,0,0,1,1,1,0,0,0
1589,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
1590,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0
1591,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,1,0,1,0,0,0
1592,0,1,1,0,0,1,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0
1593,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0
1594,0,0,0,2,0,0,1,0,0,2,0,1,2,0,0,1,0,1,0,0,0
1595,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1596,0,1,1,2,0,1,1,1,1,1,0,1,1,0,0,1,0,2,1,1,0
1597,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
1598,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1599,0,1,2,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,1,1,0
